qt_indices,rd_indices
4351,7738
4544,7464
4208,6650
7640,2870
6522,4108
4934,6151
5727,2247
6164,440
5937,1236
5470,2365
3582,5416
1890,7455
6442,3976
7646,3645
3822,1160
1637,7533
562,2724
2844,5126
2630,6338
5845,2396
6770,165
3287,3109
3760,3018
7612,1505
2533,6741
5334,5242
7168,5934
1423,2486
301,3928
3659,5405
6457,5723
5461,7079
5603,7676
940,2634
4748,3009
2967,2104
2666,3021
7169,7300
2243,1788
6530,2220
7627,5450
5614,2198
1933,4678
5911,5620
4522,3102
1831,971
4277,4685
7732,962
4172,4684
2084,1700
5597,7225
3250,97
7589,6359
1592,5522
3499,5879
4928,2085
329,1474
302,5493
1628,4276
6638,2877
1686,1442
3368,7111
5966,6634
1138,2394
1605,3714
3752,6025
5084,2554
1345,964
4376,4231
7693,7341
6842,1029
5677,5980
7617,4979
7475,2093
2194,2707
4875,6429
3447,6191
7206,3741
6002,4583
4131,1571
3305,7019
517,3191
5363,3196
2434,1984
5214,2892
6105,3938
4661,3664
6699,2833
7163,6990
2131,809
2525,6856
1003,4816
7172,5535
272,1504
3580,5536
7359,268
4333,2822
1094,5258
4959,3981
2551,990
2843,3073
7634,2097
3342,2004
1900,1422
4464,5774
6669,3023
6523,1895
6177,3474
2468,6150
2686,7142
1269,2834
1398,5257
204,1366
7088,1289
2344,6736
6011,3677
4680,4051
6310,5125
7520,3066
704,7108
4531,3588
2452,911
6054,6407
6619,6121
3986,910
111,705
3840,6503
62,2880
7303,2501
3120,4448
7136,1086
2182,1834
104,1469
3805,525
1787,5750
4725,4086
6220,5545
6888,1249
2499,1437
3144,5964
7715,5350
1653,2001
3675,6752
1985,2390
1942,4844
664,4221
6542,7210
4667,5230
4128,2368
3092,1348
4789,2334
3655,1071
718,3436
166,2711
5719,1222
1901,3808
5861,4280
4592,1622
7122,2881
4846,7353
5269,1351
1524,7407
5994,4164
2132,896
6882,2163
2068,6688
1736,2139
4203,7366
4656,5177
7198,7234
4195,5788
5767,2400
1840,2812
224,5228
901,3573
1470,1140
6098,6524
5016,6588
5874,1011
6169,446
7231,5315
843,4182
6061,4460
2848,6867
3465,6349
2690,5606
5180,2040
1282,236
4402,424
3711,1432
7398,6417
3090,137
6952,6037
3468,6731
2128,6402
4071,4540
4134,2175
2474,5325
4049,3407
1599,5644
2041,3494
3431,3332
6490,4994
3209,2338
6335,6060
5358,5311
3419,3420
5117,2539
6343,7548
5384,5622
6929,6599
5183,4178
2015,3
6233,5451
4496,6430
4965,1464
1267,6182
4553,5211
4798,5713
4670,5655
7104,2978
6521,6667
7399,6772
3280,1621
1512,2743
5089,2045
4981,6409
5852,7157
5525,1475
5886,2640
6560,6345
4629,4304
5181,7107
636,1390
5213,5192
931,1379
1371,7702
3612,3861
2928,3703
3877,7427
5741,5036
3860,5616
3204,753
1528,6892
3939,2985
2957,2323
3432,5468
5661,2433
5576,5745
6655,158
3345,5542
6184,1337
5155,5965
2537,6965
967,5907
7115,4167
1698,6440
3472,7362
1980,4314
3387,3963
4881,2483
2561,5270
1723,7583
3446,2722
4728,1781
1525,375
2256,3077
75,5128
1762,2614
2292,5601
2863,4053
2738,2409
5623,2668
5979,283
1439,839
282,1436
2231,6868
821,3633
2811,5072
4499,3084
4804,4712
86,7116
898,7545
7698,3506
6728,2556
5840,1424
2729,4904
389,5406
2931,2971
884,3602
6538,2121
4400,1659
6833,2503
4256,4702
6486,7212
6526,2552
2676,1343
1278,5764
7153,2222
2575,7259
4984,6647
331,461
4612,5484
2064,3562
5853,3140
5225,5196
6044,3229
4870,5859
2536,5413
3941,7020
5009,553
5624,397
7620,3942
2295,5462
7482,3448
6665,4617
2180,6062
5323,3020
6783,4831
4476,3809
3134,135
6807,3046
7270,1137
2852,1521
2039,5074
6989,3636
770,3813
1997,2672
2661,4799
7731,2796
3750,2865
7355,3983
2769,3235
2944,3372
7637,6827
1660,6214
505,802
5237,5075
6193,5590
4960,7326
4133,7718
1859,6961
1927,4341
5878,6372
6956,3797
4765,6979
1688,6281
655,3771
2562,4964
2044,3036
6278,2230
4590,6207
6930,4211
6319,1802
4216,4117
5641,2364
1310,4910
2817,950
3828,803
738,5131
6136,788
6448,3657
3136,1354
824,7023
3222,13
4894,3800
6111,4570
1813,5392
2174,6812
3089,2511
1725,6723
1873,3169
1518,7250
1727,1591
2597,1459
2205,5703
6132,2795
7604,7167
5959,3180
1338,3922
4161,6321
6244,4212
4097,4998
3398,6424
5394,4050
3080,2186
3097,3503
1953,3443
643,280
5775,2652
6159,2889
1386,1324
3434,5595
7227,1440
6720,3236
5786,3930
5844,5779
961,2258
3418,3230
2706,4676
1490,1579
6712,6166
7143,5989
1347,6596
2604,4604
2366,827
6122,6872
3673,5353
422,2574
4654,4838
1975,4006
475,5564
5444,1956
482,35
3814,2315
3255,6052
717,6766
5106,4672
7654,7264
6698,4573
2106,6679
298,7452
1136,4332
2696,400
3124,1892
7044,4864
3171,3266
5000,837
5469,672
2327,4766
3603,7329
3445,2339
4651,2854
6846,3749
5718,6010
2544,5651
6566,1485
1100,969
6792,4494
2091,5956
2752,7395
3338,1200
5408,4582
1266,5068
4162,3747
5340,3161
3751,16
6082,3118
7467,3307
3536,7624
3665,3586
2122,6941
5266,4260
4852,3028
2633,6287
4903,4915
4783,4143
7085,5829
4525,7445
2911,5436
920,6920
5678,223
5472,5768
311,3099
1326,463
744,1896
5506,2504
4572,2587
6135,1815
6562,895
7390,5049
7194,4426
4462,1824
699,128
3946,3002
6501,1642
1403,5950
2510,2953
528,195
404,7152
6568,4308
6657,7426
6410,976
455,5158
1264,1881
153,4627
2204,5675
4497,1318
193,7763
2391,4495
1085,4941
3564,4669
7502,4041
2790,1049
4268,2179
3803,2346
5012,5017
4111,985
2794,660
639,7368
1364,3122
5064,5650
4733,1645
2839,606
2826,3475
2435,1958
4173,344
2195,3853
4958,4239
5025,6076
1522,5015
1563,5275
1607,1594
818,246
745,3637
6765,7361
2079,3339
330,2156
782,583
4137,1845
2616,6108
3570,888
7688,273
89,905
4946,1843
4056,1737
1523,3967
5503,6548
6072,5761
1134,6172
7063,7453
3304,5063
3170,4760
4284,6485
5138,3607
6369,1213
2451,4166
7365,968
7249,2060
4892,1517
714,7717
7081,163
2768,5217
3732,1553
3478,6330
7582,4082
7451,5887
6513,2897
414,1847
1937,7743
1308,3343
7170,2113
6535,6190
6479,1256
5407,4614
1796,568
593,4992
1911,5748
431,3874
7215,3227
1841,4796
5168,5538
4222,2559
6320,3709
5653,3823
7055,7385
7377,5028
3970,6336
403,1604
6494,5569
1036,3792
4771,5162
4346,571
1026,4458
7076,113
1309,3848
2824,1021
5579,6511
5390,846
6910,4004
186,5932
4370,4106
1856,244
7014,1771
5971,958
6649,6471
7004,5869
942,6138
6938,7673
6300,6034
2958,4618
297,621
5182,4542
352,1484
6624,2007
6925,5626
3394,2613
5975,2250
861,483
6593,4770
1552,6399
4701,7224
147,5020
4334,2286
3435,6470
3681,1694
1551,2956
6041,4558
1994,5721
7420,470
991,2254
2185,4792
5671,7444
5220,7176
5906,4975
5200,241
53,1564
4936,4377
7503,3329
2213,3740
2475,649
3095,2021
6053,3546
7400,4534
213,2733
3575,6994
7092,7735
4219,7090
4421,5625
6467,2972
2235,5240
2125,6824
1960,1304
2984,6577
993,5272
5010,1336
3359,3451
3669,1799
2146,2859
2550,3441
396,3890
1769,1793
7155,1853
1060,5930
191,5523
7386,4657
7556,4896
4300,5151
183,2842
7572,1691
1508,7202
5147,7061
6983,5233
4312,3026
3200,2422
6504,7034
5533,6420
5284,5175
6518,3706
1151,4226
3687,1519
4353,3835
5689,3597
3974,2355
3549,6157
3548,2201
7716,6905
579,7284
493,6571
1014,3945
3381,4820
5205,1066
2895,4245
5201,5817
4230,6551
3070,4579
668,5943
3328,5477
7314,5985
1015,2853
256,5529
670,4548
2856,4093
5765,4095
5143,7180
830,4988
3702,2277
4477,2373
4549,1538
66,6237
7574,1741
1472,6211
7577,754
945,2977
2916,7017
7131,1165
2725,7397
874,4005
3618,7764
512,72
2148,4415
3337,560
264,5003
3925,1435
3247,4395
4951,864
5709,7678
4537,6408
1413,2989
2008,7468
5658,1977
3197,4794
6852,4320
3312,5057
4931,139
1169,3537
3324,3058
7005,5150
6653,6282
6463,3609
3081,7269
7729,7742
2813,4303
7193,6469
7098,4943
6255,917
6811,7501
4599,7541
1879,4971
4576,4742
1434,4841
4176,5079
2819,5986
4822,7532
5343,5502
1173,285
2894,7200
4356,825
4862,632
7232,1640
105,2869
6517,5287
2787,4229
7489,4917
7581,6234
4408,1923
6828,6768
7347,2395
3380,5458
873,347
155,708
481,1468
4948,388
5524,3745
623,277
211,5296
2428,3560
7760,4224
4955,795
2867,6090
3854,4478
608,2734
5638,1121
7714,7201
597,986
2605,5463
3525,2253
810,2403
4434,5425
2732,6957
829,5822
6995,357
7567,4101
3037,7460
5178,3781
2857,831
2162,4554
4714,5073
2271,7291
1052,3415
768,2807
402,6506
844,2214
5695,4109
1127,449
102,4720
3686,2580
3591,5430
115,3224
6,3556
6088,2841
38,5152
5294,3371
4980,4790
946,1186
454,2386
1220,3433
1770,1092
4785,3348
255,3857
6273,5024
1705,3879
4484,2675
2610,6361
406,6806
769,4297
5872,270
772,5838
6086,3764
7513,6304
5229,4107
226,4067
3160,3078
6617,4022
1189,1285
281,7668
29,6087
2611,3837
7301,1260
7053,275
3907,6756
6453,3186
4301,2466
6371,7757
2994,740
6982,5365
5690,4365
5249,3019
2082,127
5069,3865
4372,7694
173,4030
930,2232
293,3759
5903,6208
4921,2065
4550,4724
1226,4140
3251,7067
6721,1477
2299,2875
6143,240
4673,4954
1411,5884
6896,948
1145,1481
5813,906
11,2565
5596,7068
1275,4007
2171,7651
4578,3729
2948,5628
154,721
5688,4597
4585,3859
6376,6670
5481,6020
3531,6268
2383,1750
4741,1250
4431,2479
1685,368
707,200
6000,2704
4942,6363
4677,3218
5101,3762
6722,1331
190,5604
698,7692
6610,2319
5254,4805
7441,6641
2145,3532
3872,3181
7440,1932
1944,7126
6818,826
5088,370
3643,1415
395,4807
1993,174
7372,4057
4555,2954
5047,4520
728,1887
1023,6450
210,6162
657,1234
4950,4237
2485,4878
7091,6636
6651,6845
629,7036
3385,2695
1045,6799
6746,7114
1204,1526
6514,7686
7041,4417
4922,859
7008,7182
1914,1808
5746,182
2048,3365
7184,249
2700,1825
510,504
617,3568
4615,5171
4116,954
3454,5328
116,315
3156,5820
7406,6406
730,4552
3128,909
2382,4474
3855,2873
6187,416
7260,2576
212,2945
2192,1353
5206,7703
5122,4945
2563,376
3682,6563
4232,4350
658,3458
6598,3843
4985,4598
4916,114
907,2827
6939,7462
4429,1590
1106,6229
3051,4425
1711,4758
6209,4223
3744,5509
2789,7094
3567,4547
1779,5102
7682,2482
5232,5527
1860,618
5034,2648
6472,6416
262,4302
5969,7239
4270,1826
2330,1332
1274,6047
3384,5355
5909,1777
6981,7618
567,5600
6370,3899
3798,4281
1209,2934
5999,6579
5357,4384
5207,387
4719,7660
1588,3233
498,4064
3225,160
1130,1252
140,7689
2993,876
5464,5388
74,2115
7289,2150
5819,2693
3832,5067
6594,117
4445,2950
857,1756
3684,2955
7754,6144
7325,7340
2703,6033
5148,6231
3085,1999
978,3943
4335,3551
3550,4158
7728,6687
2300,5482
2990,2901
7551,2607
1457,3968
2571,2385
5004,5453
688,2320
260,953
4043,3768
5855,5050
5507,5831
3382,4500
7352,2147
161,2655
2823,2293
6936,1539
1767,3972
3166,3782
581,2998
3683,5711
442,4392
2970,7151
2099,5715
854,2197
4157,7431
3485,7497
2261,4589
5077,5679
2659,2086
6969,1293
5190,5354
427,7258
5115,6761
6789,4470
2982,1208
7511,7350
7077,1991
7442,755
524,7585
5540,4264
2092,619
68,4869
479,2278
3323,2202
929,5381
6749,2314
1752,3539
602,6251
1028,490
3707,6516
2567,6042
4681,3991
7748,2410
1690,977
1766,5520
2512,1798
2518,6715
3791,813
680,2961
5386,4866
1529,1823
2810,2770
3302,5863
3993,4764
220,6854
6325,5974
2566,1367
2719,3151
6831,5922
7078,480
4042,1899
3572,6613
7613,574
6051,934
4364,7323
5997,916
412,6375
2387,1012
1378,3278
3459,2381
615,6885
5452,1908
7238,1875
5514,7148
1225,3207
7233,6592
3012,7124
4828,6031
3528,5460
5839,7733
3155,7047
5085,4854
4032,4521
3456,1624
7012,7600
4360,7244
3452,882
2979,998
4821,6173
3918,2792
2279,4073
5554,5583
2949,7247
215,4893
4797,2187
5491,7073
4517,471
259,5172
4339,2564
565,3979
1747,6070
7389,4873
6911,6923
428,3957
6152,4874
5736,7261
2089,7450
4291,5556
3162,3493
3947,1271
1907,3317
4772,6808
1201,3031
6167,3257
7257,1461
1166,2553
1717,5534
1532,563
4498,4932
594,3088
1247,3005
2072,3401
775,7218
221,1456
2312,5160
5551,7563
5795,3761
7727,7179
5667,6228
1059,1262
6318,2935
6495,6215
6608,21
335,1556
2720,5953
5369,6154
6788,3119
5235,7181
731,3306
2786,2028
6895,2723
575,4359
735,6127
2745,5383
6035,7147
713,3270
816,4501
1112,7228
1114,4298
152,5963
2257,7701
2746,1157
5800,5582
5071,1560
1139,2153
6739,5640
254,3971
3958,557
1597,1237
1133,5921
1218,6678
2000,7097
3072,1629
430,2502
4242,5261
6652,6955
5308,2282
3252,7281
3489,7286
3137,679
2272,3829
4833,2715
6606,2005
729,875
6114,1
5696,1922
2637,5241
1998,5954
3068,6662
5188,6115
6814,7342
3246,2267
3670,5312
2027,3471
1775,1836
988,5511
6861,1316
3198,4258
1821,162
5758,6880
4826,6065
4170,5322
2215,3644
1190,2636
267,2803
6790,6077
6283,3601
979,1381
6578,1852
4577,2687
28,5286
6435,989
18,7285
4437,5268
6464,1989
5498,7235
6858,4843
6642,2591
1453,6481
2193,5475
4926,5905
7421,2074
6315,22
6109,5546
697,2595
3777,1676
5725,656
441,2526
819,2665
