,MOF,Ar_273_0.01,Ar_273_0.05,Ar_273_0.1,Ar_273_0.5,Ar_273_1,Ar_273_5,Ar_273_15,Ar_293_0.01,Ar_293_0.05,Ar_293_0.1,Ar_293_0.5,Ar_293_1,Ar_293_5,Ar_293_15,Ar_313_0.01,Ar_313_0.05,Ar_313_0.1,Ar_313_0.5,Ar_313_1,Ar_313_5,Ar_313_15
3422,HOXRUJ_clean,,,,,,,,0.001320457,0.007015541,0.014252381,0.069364358,0.140636043,0.604235166,1.157959171,,,,,,,
3423,HOXSAQ_clean,,,,,,,,0.001444065,0.007246709,0.015086317,0.073725089,0.140236794,0.600652029,1.298571577,,,,,,,
3424,HOXSIY_clean,,,,,,,,0.00784816,0.039061874,0.077464044,0.34116823,0.617735968,1.824620716,2.98623991,,,,,,,
3425,HOXSUK_clean,0.008116855,0.03964474,0.079209311,0.371044783,0.662764923,2.253255025,4.242981601,0.005184323,0.025209933,0.050663189,0.240274965,0.451238671,1.658837215,3.359274194,0.003472624,0.016863818,0.033924545,0.164119126,0.313088946,1.24440077,2.676674895
3426,HOYREU_clean,0.005614596,0.026925572,0.054939596,0.268786326,0.525554332,2.098457635,3.994198326,0.003668989,0.018231566,0.037331627,0.178939196,0.357447547,1.480838573,3.204549275,0.002433143,0.01244463,0.025519655,0.126675361,0.250346141,1.086041259,2.531670686
3427,HOYRIY_clean,0.00691634,0.035403016,0.070587354,0.348069903,0.666028299,2.578129357,4.712077598,0.004803297,0.023441819,0.046644616,0.227367077,0.446899873,1.84319721,3.790612489,0.003183551,0.016225429,0.032186409,0.159055481,0.314909612,1.331365102,3.023412293
3428,HOYROE_clean,0.005448305,0.026540079,0.053758928,0.259134632,0.486968722,1.700698106,2.911189346,0.003319778,0.017280683,0.033935506,0.166945819,0.321567945,1.237643687,2.369860243,0.002367382,0.011676667,0.023614865,0.116747019,0.224992021,0.9042479,1.916845123
3429,HOYTUL_clean,0.002149984,0.011398364,0.022569082,0.110681628,0.212480489,0.845607042,1.732772192,0.001519935,0.007612323,0.015149915,0.074089371,0.142468062,0.600336489,1.35968787,0.001072693,0.005296778,0.010377409,0.05098336,0.101599959,0.446724151,1.073142132
3430,HOZBUV_clean,0.001600204,0.007800218,0.015426094,0.077648823,0.153046776,0.691996513,1.720680367,0.001151898,0.005592932,0.011044212,0.054601527,0.108490122,0.502619839,1.297686369,0.000849914,0.00400985,0.008206495,0.040727378,0.080953525,0.387890764,1.004925241
3431,HOZDIL_clean,,,,,,,,0.003681631,0.017787046,0.036469102,0.180254583,0.334391836,1.160903089,1.854132375,,,,,,,
3432,HOZFEJ_clean,0.001641722,0.008640194,0.017077289,0.084292667,0.17054863,0.794324523,2.080668325,0.001292644,0.006078178,0.012071732,0.060786013,0.120531141,0.589807541,1.542843879,0.000886445,0.004635325,0.009031584,0.045202347,0.091255174,0.440008903,1.190927305
3433,HOZFIN_clean,0.003835421,0.018743513,0.037736109,0.186042108,0.371904323,1.67310127,4.35032853,0.002636131,0.013425127,0.027318438,0.137706144,0.272088872,1.233806278,3.34465549,0.002073387,0.010447658,0.020196498,0.10303051,0.204977046,0.956306622,2.604765182
3434,HOZTOG_clean,0.001747452,0.008795616,0.017550543,0.087292295,0.172799661,0.825354668,2.19918441,0.001288639,0.006598452,0.013202257,0.065177712,0.130579209,0.614310762,1.691181283,0.001032731,0.005098341,0.010005019,0.050742494,0.100439408,0.481058444,1.331883947
3435,HOZXEB_clean,0.004449688,0.021781147,0.042724078,0.196504553,0.340046168,1.080853384,1.829425714,0.002733046,0.013682563,0.026613573,0.126281703,0.231264783,0.809482899,1.495682681,0.00178251,0.008807859,0.0175554,0.083841055,0.159952354,0.602784378,1.220913795
3436,HUBQEC_clean,0.000876755,0.004372064,0.008741932,0.044027283,0.088268265,0.412355729,1.122822685,0.000614753,0.003181346,0.006428559,0.031794435,0.063735971,0.300677841,0.824969123,0.000490339,0.002413637,0.004849961,0.023814355,0.046845632,0.231212226,0.629055423
3437,HUCBEN_manual,0.014028776,0.067343745,0.131063234,0.613037857,1.128827169,3.45705852,5.428281863,0.008311442,0.040246109,0.079202188,0.380973085,0.723566039,2.52504415,4.467889354,0.005073491,0.025348725,0.050217494,0.244948708,0.467772594,1.828748852,3.579347046
3438,HUCFAO_clean,,,,,,,,0.004692903,0.023399578,0.046518532,0.22492654,0.422116596,1.505726108,2.740984688,,,,,,,
3439,HUCLIB_clean,,,,,,,,0.000942729,0.004816847,0.009249987,0.046096451,0.093449873,0.377430155,0.822926637,,,,,,,
3440,HUCSEF_clean,0.012924281,0.063516652,0.124831058,0.565492048,1.03440471,3.330829583,6.116939624,0.008154362,0.040132915,0.079188908,0.371425794,0.693889117,2.532332873,4.993584008,0.005382193,0.026377343,0.052521151,0.253157878,0.484853537,1.929141217,4.082327123
3441,HUCWOT_clean,0.005378391,0.027187378,0.053933742,0.264199854,0.49695485,1.936632102,3.758667279,0.003645433,0.017774842,0.035291011,0.174904441,0.339018174,1.382130684,2.9450361,0.002388826,0.012004908,0.024385809,0.120215874,0.234767829,0.996827247,2.313969153
3442,HUCWUZ_clean,0.005522151,0.027489545,0.055404737,0.265770789,0.505974497,1.964600403,3.770480539,0.003734993,0.018168978,0.035471156,0.17566446,0.340775099,1.387256639,2.986797579,0.002507378,0.012484741,0.024897601,0.120826302,0.238456014,1.00926128,2.335187928
3443,HUCXAG_clean,0.005482536,0.027474106,0.054234799,0.2662513,0.501855129,1.960801512,3.768495508,0.003649439,0.018078268,0.035782377,0.171903396,0.336849961,1.388372971,2.964048464,0.002540926,0.012202027,0.024628828,0.121146303,0.236951078,0.993425093,2.310444192
3444,HUCXEK_clean,0.00525879,0.026647507,0.053321462,0.25856044,0.495986891,1.925578888,3.735260028,0.003566178,0.017519095,0.034834965,0.170207763,0.334494167,1.36673855,2.938252573,0.002502728,0.012128068,0.023838551,0.11737904,0.232565758,0.989759188,2.279240352
3445,HUCXIO_clean,0.005488312,0.026965756,0.052754458,0.258253547,0.495266167,1.926632459,3.733527611,0.003504885,0.017365362,0.034805413,0.172184719,0.329417661,1.362628327,2.923214861,0.002369324,0.012002915,0.023348837,0.118535356,0.230853484,0.977988678,2.285941358
3446,HUCXOU_clean,0.005294018,0.027423124,0.054187939,0.261146314,0.497407712,1.935215669,3.727859188,0.00355184,0.017837702,0.035196134,0.173712393,0.331753444,1.368092001,2.941542065,0.002383961,0.012290275,0.024130201,0.120735015,0.231733112,1.002275872,2.305392196
3447,HUCXUA_clean,0.00556315,0.027315122,0.054735855,0.260370783,0.501367924,1.943581652,3.746156105,0.003433078,0.01772637,0.035325182,0.172053045,0.33496173,1.388625984,2.938572357,0.002442793,0.012080923,0.024758487,0.120732426,0.234495826,1.006326659,2.306809146
3448,HUDMAW_clean,0.004393057,0.021745291,0.042760911,0.198019613,0.351363952,1.03355995,1.701852572,0.002726019,0.013240662,0.026283191,0.124268186,0.234378839,0.756565115,1.369130862,0.001597351,0.008433577,0.01671548,0.08040456,0.153778863,0.556573736,1.080972255
3449,HUDMEA_clean,,,,,,,,0.002765616,0.013764048,0.027756975,0.127354572,0.236902937,0.711197902,1.205871233,,,,,,,
3450,HUDWUA_clean,0.009012144,0.04543488,0.090637669,0.423371046,0.774312978,2.654098317,4.391980711,0.005771318,0.028223614,0.056490832,0.271734393,0.521438473,1.93604988,3.620311085,0.003768306,0.01906096,0.037234349,0.182078512,0.359508181,1.427298891,2.943190512
3451,HUFHEX_clean,0.002648288,0.012990995,0.025957192,0.130648887,0.259916598,1.226145065,3.466019242,0.001976298,0.009499619,0.019455496,0.09638976,0.190961921,0.91794434,2.608742526,0.00142829,0.007401817,0.014672211,0.074553778,0.148571947,0.726431932,2.059254937
3452,HUFHIB_clean,0.003306228,0.016025285,0.03137114,0.156022531,0.309907585,1.444692491,3.7446019,0.002192029,0.010970063,0.022178175,0.111725697,0.222299173,1.020620891,2.809733062,0.001623358,0.008348225,0.016536097,0.082047343,0.165038613,0.775571566,2.172203111
3453,HUFHOH_clean,0.002477191,0.012534735,0.025178576,0.122845364,0.245784955,1.17445633,3.299901071,0.001869672,0.009209497,0.018096637,0.091918913,0.187517658,0.896130676,2.506190785,0.001557233,0.007166248,0.014215952,0.071310369,0.145246709,0.697087494,1.962562657
3454,HUFHUN_clean,0.002437516,0.012770304,0.025538128,0.129617344,0.253625674,1.203485834,3.443784035,0.001936623,0.009598805,0.019413342,0.096300492,0.189174078,0.920736449,2.593671088,0.00143077,0.007349744,0.014999528,0.074886054,0.14840085,0.728460287,2.033972214
3455,HUFJAV_clean,0.002348248,0.012244614,0.024518983,0.123609102,0.241165329,1.170511174,3.27393396,0.001693615,0.009318603,0.018414035,0.090602208,0.18185409,0.881584928,2.477744002,0.001396055,0.006900923,0.013992782,0.069996143,0.141177569,0.679630627,1.92293256
3456,HUFJEZ_clean,0.003049995,0.015583904,0.031404202,0.158297215,0.308398292,1.427825771,3.740613017,0.002168885,0.010864264,0.02138964,0.107601178,0.213702981,1.000234692,2.729439671,0.001600214,0.00780435,0.015535963,0.078359246,0.155756379,0.733671728,2.0542055
3457,HUFJID_clean,,,,,,,,0.00412642,0.021739025,0.04245593,0.205071247,0.401211216,1.534088701,3.003328558,,,,,,,
3458,HUFKUQ_clean,0.004161745,0.020858128,0.041024608,0.201216217,0.402904732,1.862078507,4.993614126,0.002999777,0.015317041,0.030815886,0.151773277,0.301147524,1.405069231,3.88585476,0.002474124,0.011742207,0.023195898,0.117240267,0.233057716,1.095428178,3.112485501
3459,HUFLUR_clean,0.002629862,0.013162891,0.02630315,0.130646671,0.252534678,1.132142144,2.7757703,0.001787945,0.008681716,0.017818338,0.086814891,0.173960213,0.812788266,2.04077799,0.001285509,0.006398125,0.012257603,0.062521468,0.123200675,0.577352184,1.520033488
3460,HUFMUS_clean,0.002057954,0.010534859,0.020840832,0.104645726,0.202165586,0.806164847,1.562730315,0.001365217,0.007020539,0.013874984,0.066344704,0.132193149,0.569022202,1.21608258,0.000913521,0.004545323,0.00934789,0.04605684,0.091034065,0.409907497,0.954862209
3461,HUFYIS_clean,0.00260115,0.013148621,0.026258583,0.126630175,0.244006309,0.886685206,1.60742548,0.001548924,0.008110208,0.016047287,0.078921991,0.155368897,0.609172445,1.276595516,0.001026172,0.005292226,0.010519738,0.051296852,0.101307838,0.431384075,0.985683608
3462,HUGTOT_clean,0.002384986,0.012237003,0.024491028,0.119634199,0.236647939,1.025259418,2.293550063,0.001692754,0.008362583,0.016554,0.083118005,0.162899677,0.722115626,1.769459421,0.001180199,0.00596814,0.012115957,0.058687493,0.117616133,0.535058742,1.373520472
3463,HUHBET_clean,0.00125527,0.006500027,0.012646818,0.064250406,0.125115738,0.54492788,1.302957318,0.000851922,0.004320722,0.008563829,0.043125325,0.084813261,0.379816492,0.972676953,0.000628857,0.003092952,0.006148013,0.030562838,0.060421649,0.282582531,0.734089391
3464,HUHBUJ_clean,0.002347717,0.011341647,0.022653375,0.108242721,0.207877278,0.811698131,1.434297215,0.001359961,0.00685685,0.013728461,0.066463734,0.127432971,0.539885988,1.137432068,0.000859699,0.004495968,0.008887017,0.043626846,0.085301316,0.366197603,0.855974489
3465,HUHJAW_clean,,,,,,,,0.000320385,0.001698534,0.003311304,0.017380648,0.031659968,0.151351917,0.35585918,,,,,,,
3466,HUHJOL_clean,,,,,,,,0.000895538,0.004352863,0.008529357,0.042447864,0.082250185,0.345486856,0.768299243,,,,,,,
3467,HUHNIJ_clean,0.003460119,0.017206148,0.034472398,0.170130316,0.315619093,1.295089592,2.763533837,0.002223088,0.011101573,0.022388733,0.112267946,0.214191861,0.916669308,2.116224965,0.001530272,0.007904314,0.015286869,0.077564382,0.150833171,0.671167916,1.638961037
3468,HUJGEA_clean,0.009099318,0.045079676,0.089026134,0.424990175,0.810289753,3.128033119,6.595664969,0.005945895,0.030076437,0.060040952,0.290464683,0.55535502,2.295028865,5.180455757,0.004177516,0.02053782,0.041657638,0.205106789,0.396847206,1.709910791,4.09707725
3469,HUJSEL_clean,,,,,,,,0.000789207,0.004076006,0.008210968,0.040295111,0.079846572,0.398193088,1.140571514,,,,,,,
3470,HUJVOX_clean,0.006745391,0.033037113,0.066792322,0.325245578,0.632461066,2.63011633,5.584315311,0.004489864,0.022260969,0.044048701,0.220391832,0.424371056,1.841767322,4.285277709,0.003067799,0.015014087,0.030546145,0.152189211,0.301463659,1.318897034,3.275065288
3471,HUKRIO_clean,,,,,,,,0.018547958,0.083912795,0.166391223,0.637462719,0.996415803,1.817807933,2.154492042,,,,,,,
3472,HULCOI_clean,0.004954285,0.024424269,0.050165788,0.248311242,0.481240515,2.152294644,5.726037637,0.003770059,0.018636161,0.035932361,0.180787629,0.360838767,1.615564354,4.434085739,0.002812944,0.013986852,0.027938016,0.136604601,0.275551699,1.286226019,3.517646699
3473,HULRIR_clean,0.004544195,0.022619454,0.044921767,0.221798587,0.429596237,1.9442336,4.320786872,0.003163328,0.015552504,0.031188562,0.153568291,0.301921268,1.381020345,3.327803803,0.002193935,0.011000222,0.02249727,0.112117997,0.21839628,1.005727942,2.56898246
3474,HULTEN_clean,0.028424155,0.139982344,0.27135613,1.097748252,1.773386968,3.399762452,4.476559691,0.015966691,0.078978882,0.155134607,0.673563246,1.187854106,2.846326382,3.875770697,0.009814853,0.048023101,0.09462593,0.438521563,0.785249715,2.301821981,3.400311299
3475,HULTEP_clean,0.007264263,0.036035109,0.072675906,0.359866538,0.692486434,3.214608595,7.370023728,0.005069143,0.025562697,0.050160287,0.251891674,0.490945424,2.280050686,5.634691774,0.003668739,0.018100088,0.036075044,0.181944686,0.359760043,1.681499082,4.344288736
3476,HUMWIX_clean,0.006141819,0.030239083,0.060199324,0.290211907,0.545510178,2.211461534,4.70922861,0.004118088,0.019965787,0.040986058,0.202462114,0.386772738,1.614079897,3.727185136,0.002934533,0.014170993,0.028748681,0.138639022,0.270120706,1.210031159,2.978269043
3477,HUNBEX_clean,,,,,,,,0.00173969,0.008924159,0.018080971,0.088673847,0.172498438,0.706585047,1.534148007,,,,,,,
3478,HUNBIB_clean,,,,,,,,0.00309553,0.015786865,0.030511999,0.148989327,0.282309945,1.011000441,1.829332243,,,,,,,
3479,HUNCIE_clean,0.004472835,0.022659488,0.045166342,0.226628062,0.449433643,2.170741797,6.44948345,0.00359685,0.018150155,0.035749501,0.182490354,0.36175217,1.757953689,5.223744074,0.002969724,0.015303201,0.029800097,0.150563323,0.30441491,1.466164228,4.336042215
3480,HUNCUQ_clean,,,,,,,,0.011470954,0.054489143,0.109437575,0.490881299,0.84224723,2.305653218,3.397436659,,,,,,,
3481,HUNFIH_clean,,,,,,,,0.000528369,0.002548101,0.004995358,0.024800668,0.049828591,0.224122133,0.566103185,,,,,,,
3482,HUNFON_clean,,,,,,,,0.000283023,0.001378685,0.003047398,0.014609294,0.027412566,0.134215791,0.334749956,,,,,,,
3483,HUPQIU_clean,0.00315513,0.016581389,0.032037232,0.160274765,0.314190816,1.343185292,3.105825892,0.002154183,0.010943967,0.022109444,0.110927941,0.214900474,0.955969723,2.393530763,0.001587948,0.007723768,0.015796414,0.07785514,0.152083058,0.705903188,1.839022582
3484,HUQGOR_clean,0.005617875,0.027179702,0.054205489,0.268292503,0.519796499,2.287791292,5.603681336,0.003664347,0.019298497,0.037596551,0.186792876,0.374613821,1.66835507,4.324493254,0.002786245,0.013832562,0.027671044,0.139693089,0.276755821,1.265825437,3.369602436
3485,HUQGUX_clean,0.004954582,0.024715484,0.049377502,0.243903276,0.477317174,2.119769137,5.288347656,0.00357831,0.017449953,0.034745447,0.173725252,0.341260247,1.560737101,4.064379598,0.002568383,0.013065681,0.025866009,0.128143876,0.255495652,1.174818281,3.178651907
3486,HUQHAE_clean,0.005282421,0.026871873,0.053968697,0.264361767,0.52461915,2.295086439,5.575534737,0.003731437,0.018872273,0.038107625,0.186254176,0.369159727,1.673649331,4.29570337,0.00265009,0.013893733,0.027761814,0.136711491,0.274383961,1.247837187,3.363731983
3487,HUQHEI_clean,0.005242334,0.02675364,0.052705164,0.25622991,0.509594274,2.230021846,5.431385104,0.003711021,0.018381674,0.036694369,0.182870751,0.357326175,1.634372597,4.196827557,0.002565985,0.013452696,0.026879772,0.135532069,0.267741366,1.229498845,3.297390807
3488,HUQHIM_clean,0.005439162,0.026028325,0.052880528,0.257325481,0.512768925,2.285443856,5.699607985,0.003887069,0.018248332,0.036959364,0.185282949,0.362141638,1.668591029,4.356437412,0.002662964,0.013426102,0.027369568,0.1366038,0.270468496,1.24376618,3.413679801
3489,HUQHOS_clean,0.005487084,0.027142506,0.05371925,0.268034501,0.517430975,2.270133857,5.447586569,0.003635319,0.018896835,0.036987159,0.187722469,0.366553254,1.647686029,4.187724373,0.002792695,0.013197088,0.027569836,0.135684441,0.270333659,1.233705029,3.281382501
3490,HUQHUY_clean,0.00504979,0.024694236,0.049612269,0.247231189,0.484137089,2.179952032,5.545866602,0.003752912,0.017718259,0.035461384,0.178479464,0.352071727,1.616766713,4.27147755,0.002806076,0.013362814,0.026823181,0.134341615,0.267763174,1.22254837,3.392314885
3491,HURFEH_clean,0.011786477,0.055479523,0.110376667,0.477472519,0.835532161,2.692616843,4.957027256,0.006947129,0.03397161,0.066592797,0.311584296,0.572131701,2.02293702,4.014043604,0.004347799,0.022744801,0.044769644,0.214825367,0.402514054,1.526364751,3.246446584
3492,HURFIL_clean,0.01505091,0.075208378,0.144592989,0.624038655,1.09524016,3.041608253,4.655625471,0.009007218,0.044825884,0.087804881,0.39563715,0.719403677,2.322905936,3.916462953,0.005668241,0.028024073,0.055739521,0.261924961,0.486184372,1.750519143,3.26403808
3493,HURFOR_clean,0.012306047,0.061520941,0.120804539,0.522620611,0.903821265,2.959634859,5.427985664,0.007711861,0.037380219,0.073327742,0.340443875,0.61331602,2.198156567,4.380503023,0.004926137,0.023616244,0.048123442,0.231565602,0.438103508,1.65727468,3.521721973
3494,HURFUX_clean,0.011545586,0.057754578,0.113304223,0.501566867,0.867764197,2.866223138,5.192835996,0.007126396,0.035356196,0.068446175,0.324889843,0.589237962,2.128547464,4.2085118,0.004443172,0.02293796,0.044686189,0.219450076,0.417407722,1.611208834,3.395894834
3495,HURGAE_clean,0.016947778,0.082686229,0.162647711,0.676177501,1.189800703,3.226958738,4.855874294,0.009970923,0.048443716,0.095085896,0.431973047,0.77961118,2.476099631,4.109380266,0.006047578,0.030400455,0.060455161,0.286760762,0.523299328,1.86461947,3.417045902
3496,HURGEH_clean,0.004483022,0.021218985,0.042436013,0.209186815,0.419258488,1.826743397,4.309237935,0.003069598,0.014562972,0.029881597,0.147947576,0.290983405,1.316473845,3.314948548,0.002282622,0.011015705,0.021913952,0.109307432,0.215703837,0.981609559,2.604824065
3497,HURGUX01_clean,0.010634033,0.052962315,0.101244922,0.450988157,0.762819948,1.859271609,2.576676074,0.006171347,0.030587749,0.060773551,0.278207303,0.495929907,1.459528072,2.224536641,0.003852888,0.018783022,0.036945548,0.176697957,0.336491194,1.092439827,1.89425497
3498,HURGUX_clean,0.010684468,0.052606217,0.105058074,0.453674939,0.770122249,1.845012406,2.597556186,0.006068949,0.030268331,0.059613558,0.276860855,0.506345392,1.466396331,2.233316825,0.003964456,0.019145233,0.036792716,0.176675032,0.334745856,1.117189503,1.909628317
3499,HURNOX_clean,,,,,,,,3.40E-05,0.000216113,0.000389685,0.001994369,0.003944494,0.019766711,0.058439084,,,,,,,
3500,HURQUG_clean,,,,,,,,0.002425358,0.012992219,0.025095909,0.120216136,0.226995018,0.800883969,1.541737636,,,,,,,
3501,HUSGAE_clean,,,,,,,,1.26E-06,5.06E-06,8.85E-06,6.20E-05,0.000106245,0.000460393,0.001463392,,,,,,,
3502,HUSJUC_clean,,,,,,,,0.00421748,0.0207893,0.042881211,0.198966805,0.375491116,1.336272506,2.371651227,,,,,,,
3503,HUSQES_clean,,,,,,,,0.002078243,0.010443208,0.021573544,0.10544802,0.208838874,0.918455724,2.293186349,,,,,,,
3504,HUTTIA_clean,,,,,,,,0.008279774,0.038944057,0.078437035,0.320850661,0.537682389,1.333196924,2.040087362,,,,,,,
3505,HUTZEB_clean,,,,,,,,0.003777145,0.019244678,0.038815813,0.185190884,0.356463795,1.235272596,2.118046143,,,,,,,
3506,HUVHIR_clean,,,,,,,,0.003014265,0.015026857,0.030459943,0.146668998,0.283819264,1.082303869,2.123990876,,,,,,,
3507,HUVHOX_clean,0.015496833,0.075037445,0.15026494,0.635747438,1.135024764,3.036654262,4.433306844,0.008936583,0.044129658,0.088670388,0.401008755,0.733324919,2.278410589,3.735785977,0.005602961,0.027878251,0.055248293,0.26337718,0.48801087,1.707281557,3.050704248
3508,HUVNAP_clean,0.002906919,0.014868713,0.030507539,0.145613583,0.287898066,1.273593066,2.926428336,0.002035793,0.009795635,0.019858911,0.098312919,0.193302781,0.879766499,2.211609422,0.001440941,0.006973325,0.014126227,0.070703657,0.139019272,0.632785433,1.692125628
3509,HUWDEJ_clean,0.008664971,0.04221571,0.084023801,0.375237151,0.649841328,1.482436043,1.965821758,0.005054129,0.024999483,0.050096935,0.229265727,0.419179574,1.183030115,1.74711222,0.003105254,0.015262105,0.030359763,0.143807377,0.270538481,0.911170798,1.52899042
3510,HUWHOY_clean,0.010098303,0.051108354,0.10128447,0.48522373,0.926135505,3.45277944,6.521343849,0.006668007,0.032508276,0.066007403,0.316156732,0.616150037,2.465367709,5.162368398,0.004440685,0.021851745,0.04461898,0.217964805,0.425130734,1.789774852,4.067182522
3511,HUWLUI_clean,0.003824775,0.019163438,0.037987774,0.19110453,0.37458353,1.679921217,3.997920356,0.002732588,0.013164179,0.026294448,0.130907072,0.262386377,1.192507618,3.029831119,0.001913094,0.00955558,0.019219954,0.095654702,0.190943457,0.877155095,2.341827913
3512,HUWPIA_clean,0.012850208,0.06421486,0.126283575,0.566321323,0.99558074,2.969462613,4.880919667,0.006366078,0.030752558,0.062175429,0.298691525,0.560725254,1.911811618,3.504064381,0.005206353,0.025292897,0.051134231,0.242354395,0.464435625,1.680869322,2.845852243
3513,HUWSUN_clean,0.009741244,0.048501817,0.09591348,0.476924177,0.893038222,3.728778307,7.555814725,0.006188226,0.031754735,0.061649795,0.30534524,0.603380038,2.592070897,5.803565528,0.00436863,0.02143234,0.04339573,0.212760314,0.421967609,1.853628029,4.413146616
3514,HUWZIK_clean,,,,,,,,0.000621613,0.003117655,0.006366084,0.030686583,0.061773336,0.289726578,0.722319524,,,,,,,
3515,HUXDOT_clean,,,,,,,,0.002526847,0.012659485,0.024752364,0.123166801,0.243779925,1.029509244,2.146855208,,,,,,,
3516,HUXHEP01_clean,,,,,,,,0.004105092,0.020315494,0.0406733,0.195135559,0.362264365,1.322825491,2.422731409,,,,,,,
3517,HUXHEP_clean,,,,,,,,0.005645968,0.027820755,0.055174204,0.255671938,0.46541006,1.530503854,2.614564116,,,,,,,
3518,HUXHUF_clean,0.006075168,0.030097113,0.058390119,0.288049783,0.544952715,2.148867854,4.204146778,0.003857822,0.019942251,0.03961964,0.190973295,0.37628466,1.537105037,3.30763328,0.002837205,0.013588353,0.027020008,0.13561312,0.262035139,1.1221353,2.612036867
3519,HUXWAY_clean,0.000843955,0.004467995,0.009128161,0.043669443,0.087973053,0.412629713,1.04795306,0.000667797,0.003338986,0.006524234,0.032563518,0.064849988,0.309936339,0.800456554,0.000507654,0.002607131,0.005060524,0.024788562,0.049500256,0.235998225,0.636913516
3520,HUYFAJ_clean,0.004753297,0.024114202,0.047846427,0.234884797,0.470331425,2.041826116,4.761793008,0.003338442,0.016945718,0.033418676,0.167083101,0.326781891,1.463407404,3.657176453,0.002481992,0.012211262,0.024436227,0.119685441,0.240744627,1.095897812,2.865361101
3521,HUYJOA_clean,0.00670788,0.034482099,0.068204043,0.334432217,0.640921293,2.499145667,4.75441277,0.004443766,0.022011765,0.043723828,0.219687168,0.427102893,1.779263899,3.810005197,0.003040615,0.01510499,0.030629563,0.1493307,0.297854928,1.299108156,2.998231795
3522,HUYJUG_clean,0.004795981,0.024794421,0.050894241,0.241006557,0.440978714,1.650376426,3.528634711,0.002969783,0.014793163,0.030602089,0.145662135,0.296868137,1.207252063,2.737742683,0.002128072,0.010532938,0.020940774,0.102006048,0.204403715,0.874275972,2.143465212
3523,HUYKAN_clean,0.005284146,0.026193645,0.054609188,0.242770205,0.466128041,1.619067249,3.317737997,0.003063608,0.01584836,0.031742953,0.158109659,0.297474604,1.172892872,2.625978769,0.002049204,0.010614525,0.021578516,0.105572778,0.202623749,0.865905101,2.091782289
3524,HUYKER_clean,0.002914887,0.014887059,0.031262384,0.145497775,0.285694155,1.25516709,2.853692319,0.002095901,0.009700146,0.020866543,0.098538163,0.198599817,0.905323499,2.194095584,0.001395799,0.007441328,0.014768174,0.071128528,0.139549116,0.667280168,1.756510231
3525,HUYKIV_clean,0.003986755,0.020096869,0.03976486,0.206785727,0.372320623,1.336692468,2.952216155,0.002760526,0.013893238,0.025901827,0.126639881,0.250772938,1.028909013,2.466255049,0.001836324,0.009374915,0.019299518,0.091943024,0.178969051,0.816578059,2.052073474
3526,HUYKOB_clean,0.006171884,0.027720014,0.058083288,0.262760581,0.447296917,1.412523109,3.033799867,0.003344708,0.016111912,0.034935518,0.157847122,0.307255485,1.09698724,2.438266479,0.002044463,0.010200931,0.021368491,0.105268474,0.190366051,0.835886159,1.954434362
3527,HUYKUH_clean,0.003919898,0.018310256,0.035980892,0.173251737,0.315813889,1.157239517,2.633235623,0.002357492,0.011051228,0.022184629,0.113864733,0.218120716,0.844071927,2.084267953,0.001526873,0.007437813,0.015137693,0.074656853,0.148720724,0.649478308,1.68359877
3528,HUYXOP_clean,,,,,,,,0.001775034,0.008669387,0.01722894,0.081088502,0.156802665,0.559716445,1.03372627,,,,,,,
3529,HUYXUV_clean,,,,,,,,0.001760124,0.008818282,0.017333747,0.081320231,0.15448333,0.553843374,1.004865252,,,,,,,
3530,HUZFEO_clean,0.016020644,0.079559341,0.153977048,0.679153922,1.215582673,3.416631911,5.208953728,0.009114204,0.04733162,0.094260937,0.436720615,0.784069611,2.55762184,4.313193773,0.006038755,0.029742412,0.059149805,0.284627511,0.530279258,1.915702685,3.554547772
3531,HUZKUJ_clean,,,,,,,,0.016869565,0.084209968,0.160453557,0.629990944,1.018224375,2.195659605,3.007571168,,,,,,,
3532,HUZLIY_clean,,,,,,,,0.02270516,0.111524346,0.202821893,0.704634535,1.044503372,1.994726104,2.850923148,,,,,,,
3533,HUZSOL_clean,0.00616078,0.030671569,0.060364128,0.276216889,0.501098844,1.824773345,3.899761929,0.003818018,0.018852381,0.036755159,0.181475916,0.344593246,1.352330573,3.038613934,0.002596399,0.012779821,0.025636835,0.124172559,0.240943114,1.005053932,2.405908618
3534,HUZSUR_clean,0.006229781,0.03160115,0.061009681,0.281686724,0.525969354,1.869216392,4.102077209,0.003971105,0.019591292,0.039490007,0.184271456,0.359884227,1.375458064,3.170156048,0.002660106,0.013287829,0.026580739,0.129605873,0.255083119,1.058183816,2.515934959
3535,HUZXAD_clean,0.004783475,0.024836864,0.049853661,0.247574189,0.484169411,2.223924028,5.584337388,0.003501071,0.017522128,0.035346179,0.176151447,0.349009203,1.626381668,4.2864576,0.00271577,0.013200683,0.026520306,0.13321757,0.262935595,1.225251338,3.374143455
3536,HUZXEH_clean,0.005629911,0.027914659,0.056058189,0.273024311,0.52094666,2.325945068,5.656582983,0.00387574,0.019312447,0.038514976,0.189305946,0.377466035,1.703998951,4.355470218,0.002894006,0.01429386,0.028601271,0.14029454,0.28000787,1.283714466,3.426175031
