qt_indices,rd_indices
3211,2305
2734,4991
7603,5255
7291,3905
4864,5531
45,5187
4590,6074
1469,1631
7276,4626
3928,1829
2311,7286
2731,2675
4320,5493
2909,4120
3196,385
2896,360
2527,661
2434,5878
2341,3079
57,5667
7373,3748
3346,3652
5547,5798
875,126
5256,1214
7173,2711
1696,6061
2614,787
3632,154
276,7451
4712,7153
3945,7550
5664,610
2051,5636
1246,5623
6770,1408
6661,7116
7224,6616
6321,7221
5240,4022
3916,3943
755,6994
1169,612
5624,3657
501,3990
1376,1349
657,297
4569,2120
7595,4259
6752,4642
2920,7049
5105,7382
2157,3351
5581,6399
4724,2671
4488,197
4531,4822
7574,5301
2923,7752
7616,7765
7756,5731
1744,7694
6650,3970
816,7067
2792,3801
6083,616
6819,4353
5237,5175
3488,1157
6510,4250
5502,1104
4392,6094
5981,4796
6351,2825
2374,6408
7251,6890
2061,7284
1016,6369
3732,2404
6097,3956
2307,2249
6294,2493
5887,3006
7128,7143
241,7428
1177,2502
4212,1727
384,7367
4292,7551
4007,3533
5069,5251
1019,1279
6463,7587
2611,1520
536,1013
3128,264
1854,4537
4076,7678
5606,1093
6845,7368
526,3557
7162,4158
599,60
1523,5029
5741,6810
4211,3174
3177,72
1151,3318
2475,4438
5471,7348
5084,4397
4362,5525
5443,6414
2544,1751
3382,494
2336,2600
627,4705
644,2940
6639,1841
1397,304
2707,2616
7670,541
4940,4509
6449,3667
7274,413
4071,6993
5455,2451
7074,6881
3770,5716
861,4671
7409,820
1178,1240
289,1988
2494,1678
4477,109
2814,3953
3837,6164
1813,653
5863,4291
4722,580
2877,6741
669,1883
7440,2506
2828,5872
6324,5151
2204,935
4684,779
6435,1303
4732,1746
4819,7709
727,1447
3694,3304
5391,5722
5561,2251
4920,2256
3435,2185
3072,5517
2666,2803
851,6240
7497,1012
5737,5957
6649,5659
836,1307
4605,3548
2788,3226
4810,1291
2557,4271
3665,1900
474,6667
220,4430
2621,5394
5895,4191
3675,2469
2805,3246
4174,6909
3371,2202
7413,3783
1609,153
6831,1955
5757,4484
7180,7035
4093,5650
42,5340
5157,1584
207,4225
2214,3233
5881,1325
2130,2880
5945,1427
2036,6560
5433,1968
1946,5841
4316,331
2738,3547
3920,189
2723,194
1069,5183
5868,209
4161,7467
7210,4154
1586,6932
6107,450
1001,7656
2720,7022
5687,4781
5377,1658
6014,2912
5939,6290
7585,4686
3310,219
2897,7398
6410,7644
3635,873
5943,1827
4293,6426
859,3152
633,4555
6981,2741
2422,6430
2834,483
5925,2595
2566,521
6453,6256
5481,1470
3268,5239
7145,32
1300,4604
6523,5612
5046,7236
6912,3301
6943,4117
4377,4356
4646,1957
3138,1190
3241,1980
5510,5891
504,1528
5546,3868
3619,4219
4040,369
6055,3608
1763,732
7183,3670
3839,1337
931,350
2104,4988
7057,2806
1035,3396
2453,2477
2610,1114
2365,840
403,3772
4953,2933
24,422
7646,5063
3465,4909
4636,4124
4256,4280
6764,2679
3631,853
6424,7534
1627,2831
3109,2674
463,3374
5243,5040
4027,5709
1453,6749
4460,2841
5208,581
6242,5170
1510,3664
3360,489
2955,1621
5327,3078
1602,3453
5935,3942
281,4069
416,5911
1324,5198
2536,2701
3323,5684
6521,1192
1579,6009
5077,5348
5489,2007
2242,3279
3431,4884
6251,5414
3344,6807
740,6914
6905,6893
7030,3393
1485,4627
2198,1738
6927,5068
5565,6544
2212,6171
2982,2049
5592,3658
717,5083
428,1884
7397,6084
2003,2381
4728,7372
1611,6261
899,929
6273,4195
4932,4240
1834,6490
2817,7294
1724,2135
440,1538
523,7156
5726,5200
5802,6791
133,6183
129,3205
3276,2346
2950,4992
6767,995
6708,1255
3330,7051
3067,2143
3041,1933
327,6122
2152,822
2599,6886
7100,666
2338,1332
1622,6230
2824,739
2146,39
1065,7716
5350,6714
6406,6193
2911,5015
2386,5997
2216,343
4054,4059
78,5093
2395,5339
6908,3581
5277,5228
3427,4769
1745,4403
962,7377
2795,4082
4038,2794
3629,7094
3278,4904
5971,1853
6478,4933
3776,6837
3084,5690
3524,6010
170,6031
5446,4021
2918,658
123,6344
6947,1633
52,6029
4221,2429
3035,6746
3251,1076
3365,4209
3458,6920
2683,4139
3922,6641
3961,680
7190,5847
1518,721
6190,2889
5050,4182
7606,174
5966,2774
5901,3083
3506,1100
3480,5375
2696,358
1845,7019
1812,2947
6594,615
704,3688
3598,7193
4880,6208
645,1264
5597,5994
7435,5594
4539,2187
6151,4917
6619,1342
583,568
6671,571
7505,1094
1392,3124
4171,3714
7447,5679
275,968
4534,4048
4977,5087
3963,3672
4455,3472
3551,4014
7702,6662
4301,4122
1314,4982
2567,1268
5668,311
253,4369
4632,2721
955,1484
4594,1692
4530,7739
6597,7674
3356,5631
2983,3526
2282,6766
4538,4188
7073,2197
6282,5328
3761,6536
6598,6796
5509,1793
5588,110
1235,1725
863,3564
5464,392
1066,1571
7186,6227
1772,2095
7623,2596
1368,7133
1624,272
4083,1982
6669,3294
1173,4681
6357,5999
901,6166
1577,3769
860,1481
249,7129
3730,335
6235,7013
7570,5031
3115,3700
2627,54
6761,4444
834,6910
4113,4577
7201,4709
5320,2813
47,3535
6225,7437
540,3570
6882,1567
6018,519
1458,2664
5162,1243
7728,5888
270,5713
2898,6226
1717,5486
2086,3902
1164,7552
1600,2548
5439,1821
2002,2631
1440,6313
7386,6985
314,4264
7233,651
5811,4565
1224,298
5181,3381
2906,7494
5139,6585
218,2703
7629,3809
3414,2039
7114,5098
7710,5205
5238,5804
3705,806
6073,227
4370,984
1818,6613
2231,3826
397,1233
4630,1304
5478,2969
4829,892
6153,1208
656,4193
4610,6635
2762,6640
2378,6508
5526,63
675,3240
258,1911
3924,5861
582,4741
1068,3828
5172,7118
6060,607
4210,5572
5975,4629
2200,4562
1881,1737
4853,1942
3929,1275
5922,7285
7418,4838
4261,7092
4960,313
5818,2412
565,4808
5910,527
709,1697
2403,1331
3663,6407
1360,3802
3727,6773
4981,7408
2785,6260
6258,6389
1286,5447
6131,3892
6016,623
4368,2053
5197,3464
7342,1031
3760,4862
1651,1285
5044,1015
4969,6077
1367,7526
2045,2370
7519,3181
4246,3338
1800,1434
807,6776
4617,3895
2163,6503
2448,5053
7470,855
6436,1391
6812,3448
6872,7231
4123,3874
1455,7340
4265,6695
3517,4833
2737,5279
144,659
7194,1311
6416,5180
2790,1560
5805,6195
963,6040
1113,619
5042,1098
7433,3792
5956,4621
6233,4559
4772,3887
1963,3516
3421,6005
986,7303
4571,2224
1529,1148
2402,930
2463,1248
4765,1676
2008,1961
6248,68
7250,2830
1517,3364
3119,7356
4665,5363
6535,124
766,2035
684,6229
6217,6676
5760,2712
703,7509
2881,6722
7227,1351
660,7735
976,6832
28,1378
3306,244
1194,6404
1132,7147
6636,5786
3307,1810
5326,4251
7600,7380
5577,4400
4300,4956
4415,6506
3993,6980
1781,5370
2228,1904
906,4654
5014,4839
6401,2641
1112,4667
7450,7040
1294,894
4854,5795
5102,2085
399,5732
7747,5089
5826,3610
5344,3168
778,1305
479,2156
5453,6012
6372,5789
6775,7485
588,6654
872,2155
3195,4277
663,1967
7305,3080
6696,4357
2343,6335
7738,7582
1896,4980
6517,1909
1232,7010
6809,3495
498,7157
1787,4398
4768,762
3550,1976
3391,971
990,5516
480,4778
2564,6370
7107,5213
1704,4668
3358,6627
2964,801
3179,947
2500,7353
1984,359
6496,5527
2511,5996
6204,5020
967,4606
6119,7346
891,2240
1006,6995
4049,5874
143,5511
1471,2125
5319,1117
1478,802
4099,4062
5298,1362
5106,1500
1283,824
3184,4554
4396,6617
5130,1587
7632,4835
512,1849
4615,6712
171,2668
3452,6826
6710,3529
3867,51
3332,3314
5980,5832
7339,6480
4547,4543
1040,5312
2744,4764
341,603
2962,1282
5127,2362
4089,7192
3214,6137
5960,5305
6774,7545
3051,2489
4473,451
7681,7547
5520,5835
3341,1014
6371,1666
2247,869
5558,3352
3569,4544
5217,722
2508,693
4463,5575
3899,902
7637,3686
6638,940
5122,2936
1956,1060
6121,5652
7014,1156
7621,5761
3737,4867
6991,6173
3167,5775
1794,4628
3913,5429
4787,4401
5223,6149
4344,355
4896,7271
5743,7
191,7009
3434,3108
3287,6537
5003,2421
4389,7562
3718,1923
3492,1610
2332,1196
6403,259
7141,7021
1770,2532
905,1216
5585,572
6526,1000
2012,2359
6257,5274
6283,6633
6936,1318
3692,4196
4374,5564
920,7722
4499,6266
6123,1099
1823,1218
2715,7080
5288,4858
464,4670
1230,6459
4373,2237
2551,4661
3103,6431
5178,5315
5839,7249
6860,2322
5056,3906
3012,6790
2427,7044
7037,256
190,4308
3283,6754
6353,3834
652,7517
628,6596
5225,3500
3796,7492
2839,4726
5619,4286
5601,7069
4249,6043
5563,3018
7090,5587
813,6488
3668,2011
4922,3376
2288,1139
5729,1767
1719,6548
2698,6144
4436,4236
5778,4065
5099,2099
2704,7226
2892,3425
3584,6739
2065,4272
1857,1789
6892,7522
5248,1685
5784,1004
2129,7659
1657,4716
2048,2977
4234,4172
2315,7045
3058,1445
1266,4609
3042,4367
1028,2789
3878,4756
5688,3926
2244,2633
5035,1777
5797,4775
2894,529
6685,7225
7571,3736
5941,5518
7046,284
7483,1284
5579,5921
426,2455
3724,5072
1839,2393
5254,5781
2479,6955
6646,5418
2062,3651
520,7682
3443,6930
6647,6387
5346,3716
3148,4847
4894,2854
387,2959
1424,4222
6167,5073
5754,4831
6562,6737
2433,4506
4493,5058
1920,563
7732,6306
4950,1226
6152,5036
2538,1983
1394,3888
4593,980
3147,1296
193,5125
7410,4088
3654,4984
484,3034
7654,4364
6771,6885
3367,2274
1170,2801
6252,1344
4836,6450
2620,2194
608,4930
5919,6141
5436,5522
2786,499
6139,7281
2658,4138
1754,3972
7706,1051
3043,4372
3572,506
5698,1964
3192,7549
6623,3580
4729,2400
7684,1636
6879,1753
2131,5578
2680,1371
6785,4147
5883,4580
1290,3587
2413,5386
5983,7688
3556,7312
1580,7449
2176,4734
6244,5321
6346,674
2137,2290
2546,7607
7461,7167
2662,5533
5294,3326
7588,3368
7590,7287
2578,2742
3384,5055
1750,3648
6899,6956
1011,3660
5985,282
1125,1353
1043,7613
631,5399
4205,2613
7277,4290
2895,2768
2630,2755
4075,6034
2646,4723
1944,6033
1998,7715
4413,6224
5252,3927
1492,5892
4820,136
3791,3911
3538,139
6309,290
6670,2521
1999,1585
7668,6784
2203,7052
6481,7127
6827,6184
3959,609
195,3560
1137,2097
7538,4281
1743,1675
7762,3636
3713,4238
5390,7329
7520,5622
414,3165
3474,2967
6,5235
3424,4683
1495,4376
4702,3230
5705,6878
4682,687
6814,4
7061,5450
4447,6155
6971,2717
7478,981
4192,6367
2597,5514
1030,2972
3623,1179
6880,2286
602,6736
6817,3432
3348,2235
4582,2580
1939,5168
5746,431
4752,2843
5085,6945
3114,4877
5352,5272
5161,4207
3001,1418
3528,5057
7024,2082
2818,1663
3876,5772
3100,4037
7027,5854
1461,5924
7160,5167
3618,1171
7760,6545
1276,4426
6895,3402
4443,1661
1937,5462
5074,6209
1673,2067
3186,3456
7280,5164
448,6275
3518,1935
5476,3015
6070,2708
301,3157
4133,1457
613,850
449,718
4763,5645
6181,326
3534,5242
5041,4921
5820,6846
5366,795
6751,4790
2205,6354
6964,1365
3419,4644
2916,7220
5675,7563
348,2507
2504,2748
6986,18
1877,4361
461,4624
4659,7764
7365,6325
7265,5030
67,118
621,4155
2954,7015
3554,2160
1387,2659
2352,759
1134,5017
1642,2134
678,5090
6358,3640
2944,4918
4162,7669
5796,7672
2583,2127
4056,5491
3272,5296
3223,2999
1238,5460
1759,5538
5332,3389
1241,2017
1674,6513
6828,6464
685,338
1091,3325
5096,7630
6189,4718
2496,1326
1568,5101
5249,4849
6269,316
2369,127
6606,3940
4434,2211
7686,2781
7586,5758
3136,4574
2713,1733
178,210
459,1709
5131,2832
2826,4024
3886,1260
5907,3698
4656,2047
606,5894
5470,1439
3055,1116
2796,7163
2248,1379
4948,279
5008,1251
1096,2948
3468,3843
626,5794
7604,2265
3176,1950
5222,525
419,6984
2122,380
2440,7404
5463,4514
3823,62
6634,4230
4936,1788
1874,4295
345,3987
112,6333
1682,4201
2021,142
2998,7302
5642,1592
2121,5076
2070,1456
2588,5278
4289,2844
3795,4900
5707,6864
161,4142
5869,2090
4384,4307
7184,3349
3256,3095
1229,1555
6303,983
5404,578
1007,4679
5192,2804
7301,5551
7510,3803
3536,1245
6304,4341
3026,3175
7122,5748
1338,7652
4464,6628
66,5603
6512,7359
7155,6687
1689,3198
5111,7400
4081,6941
2335,2971
3319,6857
6473,4876
6349,49
7330,5367
2079,3884
5236,1210
6876,3342
5909,6375
729,7539
1847,688
6447,1404
5094,3249
9,3007
4976,7754
3807,2555
4771,2873
1970,3723
1479,3508
2435,3220
6409,888
7140,2926
6428,4494
2072,2461
5844,5219
5788,1155
5739,7295
1270,6405
6518,456
3436,3237
4935,6211
6916,3388
3549,4348
7200,2684
5933,5045
6666,2154
7501,1109
6949,7176
7148,2117
4750,4806
2161,2165
2033,6803
471,887
5875,6039
5299,3383
3607,862
5445,2391
148,7263
3331,7385
643,3715
4232,5047
3503,2770
4910,2054
6145,6690
5291,2010
3005,7088
4743,2819
4421,6098
5097,1059
4972,150
2267,3299
2773,6118
1943,5912
162,784
2870,6996
4015,5691
3853,3799
1239,1780
3216,75
7137,6756
2973,3968
7411,897
6546,5295
2904,2491
776,5250
1958,4183
3991,6268
4115,376
3563,4045
3345,5879
7056,2552
1413,2342
1205,6382
3615,2956
1508,4194
1641,1384
1711,7101
5733,4807
4070,4200
4163,6287
6093,7179
5742,507
5567,5071
3361,1583
406,3324
7185,7117
2886,2077
4279,510
5555,7017
552,3317
7315,3830
4566,4892
2313,3206
1522,4952
2642,7439
6115,1361
4907,2930
4055,97
2004,5990
2710,1110
5341,6816
7012,5066
6177,3335
6573,5817
528,2401
4685,3510
5829,5215
4979,6688
7463,1572
6417,2123
4044,6965
1638,3059
1524,3207
3463,1021
485,3062
5932,3099
1553,4612
4717,2624
3606,1814
1519,1620
1381,4150
5964,5393
2591,2497
3955,3162
3191,5286
2665,3898
3476,6940
6169,6868
2325,7446
6610,5423
6281,1272
4419,3877
5421,398
5800,4206
1694,6085
900,226
4268,3030
5412,1931
7025,4783
3706,4347
4109,7532
5534,3255
5078,1981
1212,3768
6007,2931
2513,4052
757,3908
3265,5435
6520,6630
5343,956
4135,6087
2705,5552
3512,4110
3117,1868
4008,7349
4298,4323
188,5993
6472,391
4878,6432
4468,7703
4663,7270
2390,3612
1801,4721
2068,2279
1086,3604
6317,3838
1866,7375
6609,4197
6957,5163
2907,1122
2782,847
4378,4387
2681,2116
2408,2302
870,2777
3466,5792
5405,3850
7264,7414
2876,2396
6135,3229
3437,3023
2376,5719
4043,2379
3137,3101
3747,4889
74,6345
7361,2648
4497,2009
3155,3765
3063,3372
5124,5702
6277,25
3282,6194
5725,3588
7720,5545
5734,2108
2529,7496
2827,1462
3088,1271
2331,7175
854,6461
7149,2367
6668,3864
6833,698
5176,3056
7458,7296
1550,4811
5611,6559
20,1126
1127,7218
2239,2576
6413,3201
790,4507
4736,4143
5666,3965
2486,305
186,223
5774,5103
6105,1064
2081,1747
5185,7634
1513,5145
3074,942
330,7244
6396,5186
4570,2851
1363,6148
5857,115
3305,3763
7513,2329
5322,4248
2270,2979
1796,923
3634,1879
278,4412
7228,4714
2994,6946
7648,7475
4585,7407
6643,2278
915,7166
2259,3831
3962,2908
5656,2106
6154,125
192,3486
3459,516
2355,2865
1614,4342
7121,723
2693,4244
7512,7053
1831,3805
6081,7742
7441,7152
5958,1409
1774,505
2016,4108
5915,7134
1308,4660
3691,2636
972,3759
3567,294
3817,3644
1049,5944
1605,7618
1878,2019
2425,3236
430,7698
7503,1700
6681,3112
992,7578
7561,6255
320,5504
4999,3930
5771,4944
2246,6720
2618,988
7535,1092
6132,6318
7734,7253
1161,2682
885,7131
4305,6568
1899,4634
5692,6052
2861,1165
4737,1045
636,493
6665,1423
4255,5201
4112,7696
3855,4809
3363,5539
710,1152
4633,4363
6213,3454
796,6292
3111,605
117,5497
3952,6484
3257,4253
2533,934
158,6795
4016,3577
630,5696
1527,5128
342,944
6588,5685
2293,3146
3471,7482
2026,1312
2822,2044
2040,2584
4517,6572
2934,4445
4592,3793
5671,3113
285,5265
7717,2739
1468,1773
5858,7144
6925,2862
639,4824
4459,6952
7124,1048
7113,6938
3337,3281
4657,7419
3858,5855
21,3415
2419,368
939,421
3222,4132
898,2113
6732,3139
7320,221
2383,5293
6247,1209
1183,5297
1648,2798
3189,4478
5738,2392
7421,5849
5457,1895
4224,1722
4310,783
2450,2690
3507,1891
4901,3750
3016,180
3835,6618
6906,3403
4553,7544
4282,5490
4754,2553
697,6750
2639,7099
2416,1072
352,5492
724,6340
3291,3562
2914,4924
6769,5266
2281,7248
5727,6100
767,145
7502,404
1973,635
1105,2382
3092,2771
1741,4107
4804,7611
2397,977
7444,6600
6381,2277
7609,546
7319,5928
2615,3857
5605,4470
4666,7541
6884,3697
919,6109
2091,936
1336,5427
5484,5618
4797,7214
5647,3681
1516,6295
3264,3019
6076,5674
4283,6652
6178,5557
3739,242
6112,2064
6489,553
3900,6958
777,6699
2323,857
7205,6972
1995,4500
146,2076
269,1705
2179,3313
6798,3202
3829,514
2849,1903
7195,6028
7059,5311
4688,6095
677,5147
6494,4416
1840,689
481,4846
2852,1121
6782,7416
1808,394
2294,4758
1063,4327
89,423
2297,665
1936,1490
3630,2220
4131,7468
4452,6210
271,2074
876,7718
7182,3052
1167,4223
6136,1594
1699,3483
4152,7119
1026,147
6959,4687
2027,1124
2052,6966
2215,2190
699,240
1806,344
5107,4311
7729,266
7469,2900
1816,340
7352,6259
3327,4813
7273,4185
175,2735
3545,4719
417,1598
6071,1463
5226,302
7399,5316
3810,4078
4735,5890
7171,3130
7181,3228
3621,5117
5609,1828
7170,5234
4335,1947
4888,4359
1411,83
2541,3217
2925,4805
274,34
1652,2687
2241,650
6569,5113
7537,3160
5680,3653
5075,522
6713,2984
2354,5542
1399,987
3413,4064
3481,5809
7434,1147
1145,6540
7023,6301
6364,3624
6075,3433
4226,7204
5831,5638
4198,3446
6999,5016
6238,4164
7261,1876
277,4856
5589,3180
3938,3397
1654,255
6982,5000
7076,2060
5206,1301
420,6923
975,7161
7136,7041
138,6522
1551,4828
6485,3599
5678,5852
4989,1310
7536,122
4030,7378
6580,5740
1543,3303
7737,803
1985,3896
3329,844
3601,7564
2420,5523
3673,3418
1679,292
6818,2732
2724,1779
4144,6997
3312,7366
532,3847
5653,880
3890,1712
6218,6462
2594,2722
7091,629
5302,6584
4334,3097
3522,3702
4780,5451
7719,1435
690,5214
6953,7531
5182,1655
2858,1855
1698,7462
1071,16
2574,1472
5381,7362
2432,6288
5967,152
4859,1298
7402,3788
288,570
1996,966
1540,2718
5387,2787
3969,3860
3815,6160
2530,7744
1494,6592
5535,5947
2749,6551
7556,3161
7689,6806
716,6896
6514,2387
5744,7733
5426,4328
1975,5530
5899,4551
4789,4703
958,5728
7235,6415
1776,4269
4153,3215
155,5032
2537,7581
2347,3995
4616,3416
1466,2587
531,3489
7619,2424
1095,1340
7476,2128
1647,1102
364,7383
2534,7387
708,1589
6245,3600
1736,3647
4692,7573
4779,4669
916,6968
2394,7763
7169,1681
5864,2695
1646,254
2524,7495
6058,3979
6221,5819
2366,4451
4802,2030
3719,1299
5736,377
