---- START at 2025-03-26 23:31:06, Target=6013/6013 ----
[1/6013] __pycache__ FAILED: Command '/home/ys/Research/PSID_server_room/simulations/[02]RASPA/bin/simulate simulation.input' died with <Signals.SIGSEGV: 11>.
[23/6013] AVAKAL_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=21.5s, Completed=1/6013, ETA=2025-03-28 11:27:29
[50/6013] SAXLEK_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=31.2s, Completed=29/6013, ETA=2025-03-27 04:45:11
[10/6013] EHIHEI_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=92.0s, Completed=30/6013, ETA=2025-03-27 04:38:20
[13/6013] DARVAW_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=93.1s, Completed=31/6013, ETA=2025-03-27 04:32:01
[40/6013] COCMUE_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=48.9s, Completed=32/6013, ETA=2025-03-27 04:25:58
[38/6013] GUSJOU_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=57.4s, Completed=33/6013, ETA=2025-03-27 04:19:04
[46/6013] CUNQOT_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=43.9s, Completed=34/6013, ETA=2025-03-27 04:17:41
[15/6013] HAMJOW_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=97.6s, Completed=35/6013, ETA=2025-03-27 04:10:35
[6/6013] CODSOF_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=100.9s, Completed=36/6013, ETA=2025-03-27 04:12:01
[12/6013] SOCWOY_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=101.2s, Completed=37/6013, ETA=2025-03-27 04:05:20
[42/6013] IYAZAL_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=55.9s, Completed=38/6013, ETA=2025-03-27 04:00:46
[44/6013] LAMHAI_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=51.4s, Completed=39/6013, ETA=2025-03-27 03:54:33
[36/6013] EXUHEM_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=79.9s, Completed=40/6013, ETA=2025-03-27 03:50:08
[20/6013] HOBGAH_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=105.9s, Completed=41/6013, ETA=2025-03-27 03:50:02
[55/6013] CEHTEP_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=37.7s, Completed=42/6013, ETA=2025-03-27 03:48:24
[41/6013] LACYEW_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=65.2s, Completed=43/6013, ETA=2025-03-27 03:49:50
[49/6013] ZOMKAP_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=55.0s, Completed=44/6013, ETA=2025-03-27 03:52:13
[48/6013] COTVOY_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=57.4s, Completed=45/6013, ETA=2025-03-27 03:50:55
[53/6013] MEGBAD_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=52.7s, Completed=46/6013, ETA=2025-03-27 03:46:57
[9/6013] HAJDII_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=122.3s, Completed=47/6013, ETA=2025-03-27 03:52:00
[43/6013] MEXDAU_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=76.1s, Completed=48/6013, ETA=2025-03-27 03:50:08
[14/6013] HUZYAE_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=127.6s, Completed=49/6013, ETA=2025-03-27 03:52:09
[54/6013] BEPNUH_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=60.9s, Completed=50/6013, ETA=2025-03-27 03:52:57
[63/6013] VUHMUI_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=43.3s, Completed=51/6013, ETA=2025-03-27 03:54:51
[68/6013] HEZPIL01_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=41.1s, Completed=52/6013, ETA=2025-03-27 03:57:38
[51/6013] ILOJEZ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=78.7s, Completed=53/6013, ETA=2025-03-27 03:54:39
[56/6013] PEJFIU_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=68.0s, Completed=54/6013, ETA=2025-03-27 03:57:12
[58/6013] SUKRIB_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=67.7s, Completed=55/6013, ETA=2025-03-27 03:54:17
[75/6013] FAGVUH_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=41.4s, Completed=56/6013, ETA=2025-03-27 03:54:43
[67/6013] BEVRAW_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=53.4s, Completed=57/6013, ETA=2025-03-27 03:51:43
[60/6013] LUFNEG_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=65.5s, Completed=58/6013, ETA=2025-03-27 03:48:53
[70/6013] ja4015666_si_003_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=50.6s, Completed=59/6013, ETA=2025-03-27 03:48:28
[78/6013] MEYLIN_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=41.6s, Completed=60/6013, ETA=2025-03-27 03:52:09
[62/6013] YINCOP_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=67.7s, Completed=61/6013, ETA=2025-03-27 03:50:32
[76/6013] IYEPUZ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=53.1s, Completed=62/6013, ETA=2025-03-27 03:51:11
[72/6013] CENJIQ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=59.9s, Completed=63/6013, ETA=2025-03-27 03:48:58
[64/6013] VICSIL_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=71.1s, Completed=64/6013, ETA=2025-03-27 03:46:27
[66/6013] TUVDOD_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=71.6s, Completed=65/6013, ETA=2025-03-27 03:46:40
[77/6013] WALMOO_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=57.5s, Completed=66/6013, ETA=2025-03-27 03:47:01
[65/6013] c6cp03028a_c6cp03028a3_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=77.4s, Completed=67/6013, ETA=2025-03-27 03:46:02
[83/6013] XAPCOJ02_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=45.3s, Completed=68/6013, ETA=2025-03-27 03:45:54
[57/6013] DUBKAO_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=97.3s, Completed=69/6013, ETA=2025-03-27 03:42:32
[61/6013] GACBIY_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=88.3s, Completed=70/6013, ETA=2025-03-27 03:40:54
[80/6013] GOQXAN_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=58.6s, Completed=71/6013, ETA=2025-03-27 03:39:39
[37/6013] YATWAU_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=141.4s, Completed=72/6013, ETA=2025-03-27 03:39:21
[52/6013] UYAMOY_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=117.2s, Completed=73/6013, ETA=2025-03-27 03:37:14
[81/6013] MAGVOG19_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=67.0s, Completed=74/6013, ETA=2025-03-27 03:47:36
[69/6013] WUTBUI_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=96.0s, Completed=75/6013, ETA=2025-03-27 03:49:47
[89/6013] c6ta02340a_c6ta02340a2_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=55.9s, Completed=76/6013, ETA=2025-03-27 03:55:13
[87/6013] WIHTIS_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=64.5s, Completed=77/6013, ETA=2025-03-27 03:56:26
[82/6013] LIXWAR_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=80.4s, Completed=78/6013, ETA=2025-03-27 03:53:46
[85/6013] YEMTIV_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=72.8s, Completed=79/6013, ETA=2025-03-27 03:53:46
[86/6013] XODPUD_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=69.5s, Completed=80/6013, ETA=2025-03-27 03:51:24
[99/6013] MEMGAN_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=47.9s, Completed=81/6013, ETA=2025-03-27 03:55:24
[84/6013] INIQUR_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=83.0s, Completed=82/6013, ETA=2025-03-27 03:52:11
[74/6013] PAHPOG_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=113.7s, Completed=83/6013, ETA=2025-03-27 03:53:10
[105/6013] KEDJAG18_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=42.6s, Completed=84/6013, ETA=2025-03-27 03:52:00
[98/6013] WAYMIU_manual_helium_293.0K_0.01bar_14.0 Done. TimeForThis=58.1s, Completed=85/6013, ETA=2025-03-27 03:51:49
[106/6013] BUNLAZ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=43.3s, Completed=86/6013, ETA=2025-03-27 03:49:22
[92/6013] SANGUM_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=72.5s, Completed=87/6013, ETA=2025-03-27 03:46:32
[47/6013] LOVLEP_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=168.8s, Completed=88/6013, ETA=2025-03-27 03:44:23
[94/6013] XUBJAF01_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=66.3s, Completed=89/6013, ETA=2025-03-27 03:41:46
[91/6013] FEFVES_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=82.2s, Completed=90/6013, ETA=2025-03-27 03:47:39
[71/6013] HOBGOV_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=131.9s, Completed=91/6013, ETA=2025-03-27 03:47:52
[109/6013] INOVEN_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=48.6s, Completed=92/6013, ETA=2025-03-27 03:54:54
[88/6013] VAMQIM_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=99.6s, Completed=93/6013, ETA=2025-03-27 03:52:54
[100/6013] IRAJER_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=75.0s, Completed=94/6013, ETA=2025-03-27 03:50:44
[112/6013] KECRAL11_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=39.8s, Completed=95/6013, ETA=2025-03-27 03:48:42
[103/6013] KIYXUN_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=72.5s, Completed=96/6013, ETA=2025-03-27 03:47:28
[93/6013] FAJYAS_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=99.6s, Completed=97/6013, ETA=2025-03-27 03:50:31
[102/6013] HAKSEU_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=79.1s, Completed=98/6013, ETA=2025-03-27 03:48:48
[90/6013] WAHREE_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=106.0s, Completed=99/6013, ETA=2025-03-27 03:47:30
[96/6013] TAJVIM_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=92.5s, Completed=100/6013, ETA=2025-03-27 03:45:02
[95/6013] PESTUD_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=99.5s, Completed=101/6013, ETA=2025-03-27 03:46:31
[107/6013] NARTUX_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=84.3s, Completed=102/6013, ETA=2025-03-27 03:50:06
[110/6013] HIFGEK_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=68.0s, Completed=103/6013, ETA=2025-03-27 03:52:11
[111/6013] TIQGEG_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=66.1s, Completed=104/6013, ETA=2025-03-27 03:51:15
[117/6013] MUVHAN_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=55.3s, Completed=105/6013, ETA=2025-03-27 03:51:00
[104/6013] AWAGEL_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=108.0s, Completed=106/6013, ETA=2025-03-27 03:58:12
[120/6013] TEBFUD_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=64.5s, Completed=107/6013, ETA=2025-03-27 03:59:08
[119/6013] QULMIU_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=65.3s, Completed=108/6013, ETA=2025-03-27 03:56:53
[97/6013] HUZXOR_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=125.1s, Completed=109/6013, ETA=2025-03-27 03:55:10
[113/6013] GOYXUP_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=82.6s, Completed=110/6013, ETA=2025-03-27 03:54:59
[134/6013] EGEJIK_manual_helium_293.0K_0.01bar_14.0 Done. TimeForThis=40.9s, Completed=111/6013, ETA=2025-03-27 03:56:48
[130/6013] UJIPEK_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=49.2s, Completed=112/6013, ETA=2025-03-27 03:54:54
[123/6013] ILUFOL_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=72.3s, Completed=113/6013, ETA=2025-03-27 03:52:42
[101/6013] XOKHAH_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=126.7s, Completed=114/6013, ETA=2025-03-27 03:52:19
[115/6013] YUYLIP_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=84.1s, Completed=115/6013, ETA=2025-03-27 03:50:35
[108/6013] c5ra23254f_c5ra23254f2_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=120.0s, Completed=116/6013, ETA=2025-03-27 03:58:25
[138/6013] BEXVIL_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=42.4s, Completed=117/6013, ETA=2025-03-27 03:58:38
[137/6013] cm503311x_alf450K_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=46.8s, Completed=118/6013, ETA=2025-03-27 03:58:43
[129/6013] HAJYEZ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=78.9s, Completed=119/6013, ETA=2025-03-27 04:03:10
[128/6013] SERJOP_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=80.8s, Completed=120/6013, ETA=2025-03-27 04:01:59
[126/6013] IKOTUZ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=82.8s, Completed=121/6013, ETA=2025-03-27 04:00:16
[125/6013] PEGCIP_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=93.5s, Completed=122/6013, ETA=2025-03-27 03:59:27
[122/6013] ELERIX_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=104.8s, Completed=123/6013, ETA=2025-03-27 03:57:41
[73/6013] CUHLUO_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=237.9s, Completed=124/6013, ETA=2025-03-27 04:06:15
[142/6013] EYIYES_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=54.5s, Completed=125/6013, ETA=2025-03-27 04:04:28
[141/6013] DALSER_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=56.8s, Completed=126/6013, ETA=2025-03-27 04:03:54
[131/6013] UHAXUW_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=95.1s, Completed=127/6013, ETA=2025-03-27 04:04:17
[140/6013] VUCDAA_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=63.8s, Completed=128/6013, ETA=2025-03-27 04:02:17
[114/6013] WONXIH_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=139.4s, Completed=129/6013, ETA=2025-03-27 04:00:48
[139/6013] ESURER04_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=76.1s, Completed=130/6013, ETA=2025-03-27 03:59:42
[118/6013] WEJSAH_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=132.7s, Completed=131/6013, ETA=2025-03-27 03:59:53
[144/6013] SUQHUJ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=72.9s, Completed=132/6013, ETA=2025-03-27 04:06:22
[136/6013] REFTON_SL_helium_293.0K_0.01bar_14.0 Done. TimeForThis=100.1s, Completed=133/6013, ETA=2025-03-27 04:05:10
[59/6013] ja5b00450_si_003_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=285.8s, Completed=134/6013, ETA=2025-03-27 04:04:37
[150/6013] UNAGUN_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=56.8s, Completed=135/6013, ETA=2025-03-27 04:03:00
[143/6013] XIMPOA01_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=80.5s, Completed=136/6013, ETA=2025-03-27 04:02:04
[149/6013] MISQIQ05_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=70.6s, Completed=137/6013, ETA=2025-03-27 04:00:34
[121/6013] EHIHOU_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=148.7s, Completed=138/6013, ETA=2025-03-27 04:00:09
[135/6013] QOKCID_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=113.9s, Completed=139/6013, ETA=2025-03-27 03:58:50
[147/6013] PIZSAU_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=83.0s, Completed=140/6013, ETA=2025-03-27 04:01:40
[133/6013] ODODES_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=128.2s, Completed=141/6013, ETA=2025-03-27 04:02:17
[157/6013] DEPXAY_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=55.1s, Completed=142/6013, ETA=2025-03-27 04:00:55
[116/6013] GUJGEY_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=168.7s, Completed=143/6013, ETA=2025-03-27 03:59:02
[155/6013] XILSIW_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=59.5s, Completed=144/6013, ETA=2025-03-27 03:58:43
[151/6013] MIFROK_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=72.9s, Completed=145/6013, ETA=2025-03-27 03:57:21
[148/6013] UNIPAJ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=93.9s, Completed=146/6013, ETA=2025-03-27 03:59:30
[159/6013] INIDAL_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=51.2s, Completed=147/6013, ETA=2025-03-27 03:58:28
[154/6013] c5dt01526j_c5dt01526j2_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=74.1s, Completed=148/6013, ETA=2025-03-27 04:00:55
[156/6013] ZASJAG_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=71.8s, Completed=149/6013, ETA=2025-03-27 03:59:07
[173/6013] FIPJAR01_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=37.6s, Completed=150/6013, ETA=2025-03-27 04:04:19
[165/6013] ja5b02777_si_004_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=58.5s, Completed=151/6013, ETA=2025-03-27 04:03:08
[172/6013] ILASIZ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=45.0s, Completed=152/6013, ETA=2025-03-27 04:05:04
[164/6013] SEFVEG_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=67.2s, Completed=153/6013, ETA=2025-03-27 04:03:20
[79/6013] LUSQOH_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=302.7s, Completed=154/6013, ETA=2025-03-27 04:04:02
[161/6013] LAMGUB_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=73.7s, Completed=155/6013, ETA=2025-03-27 04:02:35
[175/6013] JAKBOP01_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=41.8s, Completed=156/6013, ETA=2025-03-27 04:03:05
[174/6013] QUQPOI_SL_helium_293.0K_0.01bar_14.0 Done. TimeForThis=49.7s, Completed=157/6013, ETA=2025-03-27 04:04:06
[167/6013] PALTIH_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=66.1s, Completed=158/6013, ETA=2025-03-27 04:03:44
[146/6013] NUNSIA_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=137.8s, Completed=159/6013, ETA=2025-03-27 04:03:46
[168/6013] acs.cgd.6b00119_OLISUZ1440339_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=72.9s, Completed=160/6013, ETA=2025-03-27 04:05:50
[160/6013] DAWBIO_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=96.7s, Completed=161/6013, ETA=2025-03-27 04:04:47
[127/6013] LUJJOQ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=198.9s, Completed=162/6013, ETA=2025-03-27 04:04:26
[158/6013] XISDOU_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=101.9s, Completed=163/6013, ETA=2025-03-27 04:03:04
[162/6013] OKIQAB_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=104.8s, Completed=164/6013, ETA=2025-03-27 04:06:47
[163/6013] WECBAJ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=105.0s, Completed=165/6013, ETA=2025-03-27 04:05:43
[166/6013] EWUTEW_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=92.1s, Completed=166/6013, ETA=2025-03-27 04:05:35
[185/6013] ABETAE_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=46.2s, Completed=167/6013, ETA=2025-03-27 04:04:47
[171/6013] RAXQEO_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=91.7s, Completed=168/6013, ETA=2025-03-27 04:05:34
[152/6013] RUYVAK_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=145.2s, Completed=169/6013, ETA=2025-03-27 04:04:04
[187/6013] SABKIS_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=47.8s, Completed=170/6013, ETA=2025-03-27 04:04:18
[132/6013] NAMDUD_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=214.1s, Completed=171/6013, ETA=2025-03-27 04:04:15
[170/6013] ZAHLIG_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=98.9s, Completed=172/6013, ETA=2025-03-27 04:02:58
[124/6013] IBOTEY_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=237.1s, Completed=173/6013, ETA=2025-03-27 04:01:53
[145/6013] ic502478u_si_003_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=176.9s, Completed=174/6013, ETA=2025-03-27 04:02:30
[178/6013] CUYWUP_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=88.0s, Completed=175/6013, ETA=2025-03-27 04:01:44
[184/6013] MAQJEW_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=67.0s, Completed=176/6013, ETA=2025-03-27 04:02:06
[169/6013] ZAYJUG_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=111.2s, Completed=177/6013, ETA=2025-03-27 04:01:26
[177/6013] VONDOT_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=97.5s, Completed=178/6013, ETA=2025-03-27 04:01:16
[191/6013] HUFHEX_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=53.9s, Completed=179/6013, ETA=2025-03-27 04:00:44
[193/6013] LUMYEZ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=54.3s, Completed=180/6013, ETA=2025-03-27 04:02:11
[190/6013] DAWCOV_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=66.2s, Completed=181/6013, ETA=2025-03-27 04:02:09
