---- START at 2025-03-25 05:53:18, Target=4009/4009 ----
[1/4009] __pycache__ FAILED: Command '/home/ys/Research/PSID_server_room/simulations/[02]RASPA/bin/simulate simulation.input' died with <Signals.SIGSEGV: 11>.
[2/4009] QAWDID_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=22.9s, Completed=1/4009, ETA=2025-03-26 07:21:11
[71/4009] MUFYAP_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=99.8s, Completed=77/4009, ETA=2025-03-25 09:27:59
[88/4009] HOPYEQ01_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=60.7s, Completed=78/4009, ETA=2025-03-25 09:27:19
[84/4009] ENITAX_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=73.6s, Completed=79/4009, ETA=2025-03-25 09:25:19
[79/4009] TAZLIR_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=91.3s, Completed=80/4009, ETA=2025-03-25 09:23:06
[90/4009] IYUHIU_ion_b_helium_293.0K_0.1bar_14.0 Done. TimeForThis=60.3s, Completed=81/4009, ETA=2025-03-25 09:20:48
[63/4009] COKPOJ_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=134.8s, Completed=82/4009, ETA=2025-03-25 09:19:23
[105/4009] XAHQAA_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=24.6s, Completed=83/4009, ETA=2025-03-25 09:18:04
[89/4009] c5dt02672e_c5dt02672e2_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=66.9s, Completed=84/4009, ETA=2025-03-25 09:17:08
[96/4009] PUDSIR_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=49.0s, Completed=85/4009, ETA=2025-03-25 09:16:44
[70/4009] HOXSUK_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=121.1s, Completed=86/4009, ETA=2025-03-25 09:16:43
[106/4009] WABWEC_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=35.0s, Completed=87/4009, ETA=2025-03-25 09:17:36
[107/4009] DARBUU_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=41.0s, Completed=88/4009, ETA=2025-03-25 09:20:03
[100/4009] TADCAE_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=66.1s, Completed=89/4009, ETA=2025-03-25 09:25:48
[56/4009] ja507119n_si_002_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=183.9s, Completed=90/4009, ETA=2025-03-25 09:23:43
[101/4009] TORXIJ_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=66.9s, Completed=91/4009, ETA=2025-03-25 09:23:41
[76/4009] FIQKIB_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=136.7s, Completed=92/4009, ETA=2025-03-25 09:26:00
[87/4009] VOPCIO_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=104.7s, Completed=93/4009, ETA=2025-03-25 09:23:45
[109/4009] GOVWOF_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=61.0s, Completed=94/4009, ETA=2025-03-25 09:23:26
[104/4009] YOFXIC_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=68.1s, Completed=95/4009, ETA=2025-03-25 09:21:58
[108/4009] ESUVAR02_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=64.3s, Completed=96/4009, ETA=2025-03-25 09:19:52
[99/4009] YIZJEY_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=87.1s, Completed=97/4009, ETA=2025-03-25 09:22:18
[115/4009] HIYLUY_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=54.5s, Completed=98/4009, ETA=2025-03-25 09:22:52
[118/4009] FAPXEC_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=50.8s, Completed=99/4009, ETA=2025-03-25 09:22:16
[102/4009] MAKGOX_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=92.5s, Completed=100/4009, ETA=2025-03-25 09:25:30
[91/4009] YAJXUF_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=116.7s, Completed=101/4009, ETA=2025-03-25 09:24:28
[125/4009] TOJXOH_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=31.2s, Completed=102/4009, ETA=2025-03-25 09:25:35
[97/4009] DAWBUA_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=116.3s, Completed=103/4009, ETA=2025-03-25 09:25:24
[85/4009] BINCUY_manual_helium_293.0K_0.1bar_14.0 Done. TimeForThis=148.3s, Completed=104/4009, ETA=2025-03-25 09:23:59
[119/4009] ZADDAJ_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=66.4s, Completed=105/4009, ETA=2025-03-25 09:22:10
[73/4009] LABQAI_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=180.4s, Completed=106/4009, ETA=2025-03-25 09:21:23
[111/4009] EBANAY_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=84.5s, Completed=107/4009, ETA=2025-03-25 09:22:05
[121/4009] ja507971r_si_004_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=62.3s, Completed=108/4009, ETA=2025-03-25 09:20:16
[127/4009] AYUPOZ_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=43.8s, Completed=109/4009, ETA=2025-03-25 09:21:23
[93/4009] PARSAF_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=146.9s, Completed=110/4009, ETA=2025-03-25 09:27:14
[122/4009] OJORUC_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=71.8s, Completed=111/4009, ETA=2025-03-25 09:26:56
[123/4009] KEJBOQ_clean_h_helium_293.0K_0.1bar_14.0 Done. TimeForThis=75.1s, Completed=112/4009, ETA=2025-03-25 09:27:13
[124/4009] ja406030p_si_009_manual_helium_293.0K_0.1bar_14.0 Done. TimeForThis=73.3s, Completed=113/4009, ETA=2025-03-25 09:26:04
[98/4009] QUDGED_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=146.9s, Completed=114/4009, ETA=2025-03-25 09:24:53
[110/4009] MUNPER_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=115.4s, Completed=115/4009, ETA=2025-03-25 09:24:05
[103/4009] KOMHIF_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=139.4s, Completed=116/4009, ETA=2025-03-25 09:23:51
[116/4009] YOZQEK_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=112.8s, Completed=117/4009, ETA=2025-03-25 09:22:59
[120/4009] HONXAL_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=102.1s, Completed=118/4009, ETA=2025-03-25 09:21:43
[128/4009] ic500323r_si_001_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=73.6s, Completed=119/4009, ETA=2025-03-25 09:21:12
[137/4009] GIQYEL_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=44.2s, Completed=120/4009, ETA=2025-03-25 09:20:31
[139/4009] RUDQUD_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=42.8s, Completed=121/4009, ETA=2025-03-25 09:19:13
[92/4009] ZIDNEH_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=171.9s, Completed=122/4009, ETA=2025-03-25 09:18:31
[129/4009] WISTID_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=80.9s, Completed=123/4009, ETA=2025-03-25 09:18:28
[130/4009] WAPTIT_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=75.2s, Completed=124/4009, ETA=2025-03-25 09:17:20
[140/4009] TUMTOK01_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=53.0s, Completed=125/4009, ETA=2025-03-25 09:20:19
[132/4009] KABXOC_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=78.6s, Completed=126/4009, ETA=2025-03-25 09:19:11
[131/4009] TASWIV_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=90.5s, Completed=127/4009, ETA=2025-03-25 09:22:37
[133/4009] TOXHAR_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=80.4s, Completed=128/4009, ETA=2025-03-25 09:21:01
[152/4009] ZELROZ_manual_helium_293.0K_0.1bar_14.0 Done. TimeForThis=30.6s, Completed=129/4009, ETA=2025-03-25 09:20:55
[114/4009] ENITIF_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=150.0s, Completed=130/4009, ETA=2025-03-25 09:19:41
[143/4009] ASIVEF_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=52.8s, Completed=131/4009, ETA=2025-03-25 09:19:53
[94/4009] ncomms11950_ncomms11950-s4_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=198.1s, Completed=132/4009, ETA=2025-03-25 09:18:23
[142/4009] OCUQIN_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=67.8s, Completed=133/4009, ETA=2025-03-25 09:17:54
[149/4009] PAGFUZ_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=50.0s, Completed=134/4009, ETA=2025-03-25 09:20:29
[112/4009] ja512973b_si_002_auto_helium_293.0K_0.1bar_14.0 Done. TimeForThis=165.3s, Completed=135/4009, ETA=2025-03-25 09:19:12
[138/4009] YUNJEX_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=88.2s, Completed=136/4009, ETA=2025-03-25 09:17:52
[141/4009] GITWIQ_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=88.5s, Completed=137/4009, ETA=2025-03-25 09:19:37
[154/4009] YIWNAT_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=53.0s, Completed=138/4009, ETA=2025-03-25 09:19:32
[146/4009] QUVDUH_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=66.9s, Completed=139/4009, ETA=2025-03-25 09:18:25
[156/4009] cm503311x_alf200K_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=53.5s, Completed=140/4009, ETA=2025-03-25 09:19:04
[147/4009] ILUFUR_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=76.5s, Completed=141/4009, ETA=2025-03-25 09:20:37
[145/4009] RIFQUT_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=79.3s, Completed=142/4009, ETA=2025-03-25 09:19:21
[155/4009] OGIYAF_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=68.0s, Completed=143/4009, ETA=2025-03-25 09:20:09
[151/4009] HIDBON_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=76.0s, Completed=144/4009, ETA=2025-03-25 09:19:22
[148/4009] XOVXAI_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=82.8s, Completed=145/4009, ETA=2025-03-25 09:18:37
[134/4009] COWBEX_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=126.5s, Completed=146/4009, ETA=2025-03-25 09:17:17
[150/4009] c6ce00187d_c6ce00187d2_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=79.8s, Completed=147/4009, ETA=2025-03-25 09:16:28
[158/4009] BAXSIE_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=59.9s, Completed=148/4009, ETA=2025-03-25 09:15:11
[153/4009] CABDER_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=75.2s, Completed=149/4009, ETA=2025-03-25 09:13:53
[161/4009] YUKWUY_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=61.7s, Completed=150/4009, ETA=2025-03-25 09:18:03
[113/4009] ROKROA_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=208.6s, Completed=151/4009, ETA=2025-03-25 09:16:45
[135/4009] j.inoche.2016.10.021_inc06458-mmc3_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=141.5s, Completed=152/4009, ETA=2025-03-25 09:17:57
[163/4009] EVUNEP_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=71.6s, Completed=153/4009, ETA=2025-03-25 09:19:55
[157/4009] XUNSOQ_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=94.5s, Completed=154/4009, ETA=2025-03-25 09:18:35
[171/4009] VUHNAP_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=48.6s, Completed=155/4009, ETA=2025-03-25 09:17:53
[166/4009] ACOGAB_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=71.6s, Completed=156/4009, ETA=2025-03-25 09:18:24
[165/4009] KEJHIQ_clean_h_helium_293.0K_0.1bar_14.0 Done. TimeForThis=75.4s, Completed=157/4009, ETA=2025-03-25 09:17:50
[126/4009] POSGEL_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=187.8s, Completed=158/4009, ETA=2025-03-25 09:16:36
[164/4009] HEFVAR_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=82.4s, Completed=159/4009, ETA=2025-03-25 09:18:09
[172/4009] MORZID_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=67.1s, Completed=160/4009, ETA=2025-03-25 09:19:32
[173/4009] VIFBOD_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=64.6s, Completed=161/4009, ETA=2025-03-25 09:19:03
[144/4009] OKAYEG_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=141.2s, Completed=162/4009, ETA=2025-03-25 09:17:54
[189/4009] ZIVCOY_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=19.9s, Completed=163/4009, ETA=2025-03-25 09:17:44
[167/4009] XUMFIV_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=85.2s, Completed=164/4009, ETA=2025-03-25 09:17:17
[95/4009] QOZWAF_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=299.1s, Completed=165/4009, ETA=2025-03-25 09:18:44
[185/4009] KEGZOL_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=42.9s, Completed=166/4009, ETA=2025-03-25 09:17:57
[181/4009] c5dt04943a_c5dt04943a2_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=63.6s, Completed=167/4009, ETA=2025-03-25 09:17:39
[170/4009] RAYMIP_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=89.1s, Completed=168/4009, ETA=2025-03-25 09:16:58
[159/4009] XILLIP_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=124.7s, Completed=169/4009, ETA=2025-03-25 09:16:07
[162/4009] CIYZUG_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=112.4s, Completed=170/4009, ETA=2025-03-25 09:15:01
[176/4009] MIFTEC_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=74.9s, Completed=171/4009, ETA=2025-03-25 09:15:32
[168/4009] MIZKOW_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=103.0s, Completed=172/4009, ETA=2025-03-25 09:14:54
[180/4009] JUFZER_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=73.6s, Completed=173/4009, ETA=2025-03-25 09:14:21
[178/4009] RUSXEK_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=80.4s, Completed=174/4009, ETA=2025-03-25 09:15:16
[174/4009] MUGHED_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=88.8s, Completed=175/4009, ETA=2025-03-25 09:14:15
[184/4009] YOYRIP_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=67.6s, Completed=176/4009, ETA=2025-03-25 09:13:30
[175/4009] MICNOC_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=90.8s, Completed=177/4009, ETA=2025-03-25 09:12:53
[169/4009] WOPSOL_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=119.5s, Completed=178/4009, ETA=2025-03-25 09:14:27
[190/4009] QADWEY_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=61.4s, Completed=179/4009, ETA=2025-03-25 09:15:37
[160/4009] HUYJUG_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=147.5s, Completed=180/4009, ETA=2025-03-25 09:15:43
[188/4009] HABDAS_clean_helium_293.0K_0.1bar_14.0 Done. TimeForThis=78.6s, Completed=181/4009, ETA=2025-03-25 09:17:31
