---- START at 2025-03-26 23:46:40, Target=6012/6012 ----
[1/6012] __pycache__ FAILED: Command '/home/ys/Research/PSID_server_room/simulations/[02]RASPA/bin/simulate simulation.input' died with <Signals.SIGSEGV: 11>.
[25/6012] ECOLEP_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=31.6s, Completed=1/6012, ETA=2025-03-29 04:38:20
[98/6012] DOLPIF_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=74.4s, Completed=99/6012, ETA=2025-03-27 04:09:45
[92/6012] ja500330a_si_002_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=89.9s, Completed=100/6012, ETA=2025-03-27 04:08:12
[121/6012] WILREO_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=23.7s, Completed=101/6012, ETA=2025-03-27 04:05:51
[111/6012] BEVQID_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=53.8s, Completed=102/6012, ETA=2025-03-27 04:04:12
[110/6012] UWODAN_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=58.0s, Completed=103/6012, ETA=2025-03-27 04:04:22
[119/6012] LEYQUD_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=37.9s, Completed=104/6012, ETA=2025-03-27 04:05:23
[109/6012] ic402692p_si_004_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=64.7s, Completed=105/6012, ETA=2025-03-27 04:03:42
[118/6012] MAWFEY_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=39.7s, Completed=106/6012, ETA=2025-03-27 04:01:36
[112/6012] ZOQZAI_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=68.5s, Completed=107/6012, ETA=2025-03-27 04:06:06
[113/6012] YABHIV_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=63.1s, Completed=108/6012, ETA=2025-03-27 04:05:20
[105/6012] MOBFIT_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=87.0s, Completed=109/6012, ETA=2025-03-27 04:08:50
[114/6012] MAGVOG29_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=67.3s, Completed=110/6012, ETA=2025-03-27 04:06:57
[93/6012] HABREJ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=114.2s, Completed=111/6012, ETA=2025-03-27 04:05:12
[115/6012] MEWNEH_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=65.1s, Completed=112/6012, ETA=2025-03-27 04:03:59
[108/6012] NACYOG_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=84.6s, Completed=113/6012, ETA=2025-03-27 04:02:06
[89/6012] DINNIZ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=120.8s, Completed=114/6012, ETA=2025-03-27 04:00:44
[104/6012] XAWZOM_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=101.0s, Completed=115/6012, ETA=2025-03-27 04:01:08
[122/6012] c5ce02540k_c5ce02540k2_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=61.7s, Completed=116/6012, ETA=2025-03-27 04:08:11
[123/6012] NEVVAM01_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=61.5s, Completed=117/6012, ETA=2025-03-27 04:06:46
[126/6012] IYOVUO_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=61.8s, Completed=118/6012, ETA=2025-03-27 04:11:51
[139/6012] TOKDON_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=45.4s, Completed=119/6012, ETA=2025-03-27 04:11:41
[128/6012] CORZIU_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=63.2s, Completed=120/6012, ETA=2025-03-27 04:11:08
[117/6012] FIJGEK_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=89.8s, Completed=121/6012, ETA=2025-03-27 04:10:47
[144/6012] VIWRAW_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=36.3s, Completed=122/6012, ETA=2025-03-27 04:11:09
[140/6012] QAXROW_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=55.5s, Completed=123/6012, ETA=2025-03-27 04:11:33
[136/6012] NHBZZN10_clean_h_helium_293.0K_0.01bar_14.0 Done. TimeForThis=68.8s, Completed=124/6012, ETA=2025-03-27 04:14:07
[120/6012] TAJVOS01_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=96.7s, Completed=125/6012, ETA=2025-03-27 04:14:09
[125/6012] XALPUY_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=90.5s, Completed=126/6012, ETA=2025-03-27 04:16:16
[130/6012] ZIGWUJ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=85.5s, Completed=127/6012, ETA=2025-03-27 04:16:12
[137/6012] HUSQES_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=78.9s, Completed=128/6012, ETA=2025-03-27 04:15:47
[124/6012] ZAVQAQ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=95.8s, Completed=129/6012, ETA=2025-03-27 04:14:01
[106/6012] VIZMUO_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=146.9s, Completed=130/6012, ETA=2025-03-27 04:13:23
[149/6012] YUKXEJ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=58.7s, Completed=131/6012, ETA=2025-03-27 04:14:55
[141/6012] QUSSII_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=74.5s, Completed=132/6012, ETA=2025-03-27 04:13:33
[131/6012] DIBWUH_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=96.8s, Completed=133/6012, ETA=2025-03-27 04:13:47
[129/6012] ADABIS_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=100.5s, Completed=134/6012, ETA=2025-03-27 04:11:54
[107/6012] TAQGOK_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=158.1s, Completed=135/6012, ETA=2025-03-27 04:13:51
[143/6012] ISIYUF02_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=77.7s, Completed=136/6012, ETA=2025-03-27 04:14:02
[135/6012] FIPXAF_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=105.9s, Completed=137/6012, ETA=2025-03-27 04:15:11
[150/6012] ROQDIM01_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=65.2s, Completed=138/6012, ETA=2025-03-27 04:13:51
[145/6012] LIQDAS_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=82.2s, Completed=139/6012, ETA=2025-03-27 04:12:25
[152/6012] JAVTEG_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=59.0s, Completed=140/6012, ETA=2025-03-27 04:12:25
[159/6012] AXIPEE_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=38.6s, Completed=141/6012, ETA=2025-03-27 04:11:15
[132/6012] IPIHIA_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=118.8s, Completed=142/6012, ETA=2025-03-27 04:12:42
[134/6012] FUSQUH_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=118.3s, Completed=143/6012, ETA=2025-03-27 04:12:29
[154/6012] FABGUM_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=65.0s, Completed=144/6012, ETA=2025-03-27 04:12:18
[155/6012] HOJJUN_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=66.9s, Completed=145/6012, ETA=2025-03-27 04:13:18
[142/6012] j.inoche.2015.03.026_2_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=107.5s, Completed=146/6012, ETA=2025-03-27 04:11:48
[148/6012] VIWQUP_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=97.5s, Completed=147/6012, ETA=2025-03-27 04:10:10
[146/6012] COKPID_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=99.4s, Completed=148/6012, ETA=2025-03-27 04:08:40
[157/6012] SOJKOT01_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=64.3s, Completed=149/6012, ETA=2025-03-27 04:08:35
[151/6012] ISUGOT_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=88.6s, Completed=150/6012, ETA=2025-03-27 04:08:45
[174/6012] YARYUL_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=24.4s, Completed=151/6012, ETA=2025-03-27 04:09:16
[81/6012] KEYFUR_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=261.4s, Completed=152/6012, ETA=2025-03-27 04:11:03
[160/6012] XALCUJ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=63.9s, Completed=153/6012, ETA=2025-03-27 04:10:31
[162/6012] YOYREL_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=62.8s, Completed=154/6012, ETA=2025-03-27 04:11:14
[163/6012] FOPBAP_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=66.7s, Completed=155/6012, ETA=2025-03-27 04:12:17
[161/6012] QINSUD01_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=69.8s, Completed=156/6012, ETA=2025-03-27 04:10:57
[166/6012] KEXKAB_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=66.9s, Completed=157/6012, ETA=2025-03-27 04:13:45
[172/6012] XAQMOS_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=51.8s, Completed=158/6012, ETA=2025-03-27 04:12:52
[169/6012] ZOYKEF_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=59.9s, Completed=159/6012, ETA=2025-03-27 04:11:16
[170/6012] FUTZIF_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=57.0s, Completed=160/6012, ETA=2025-03-27 04:09:39
[127/6012] TEFWOR_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=169.3s, Completed=161/6012, ETA=2025-03-27 04:09:03
[156/6012] TIKXER_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=103.7s, Completed=162/6012, ETA=2025-03-27 04:10:00
[173/6012] VEHKIE_SL_helium_293.0K_0.01bar_14.0 Done. TimeForThis=59.2s, Completed=163/6012, ETA=2025-03-27 04:09:40
[176/6012] KOSLUB_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=53.8s, Completed=164/6012, ETA=2025-03-27 04:09:54
[171/6012] ic5b00535_si_002_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=71.2s, Completed=165/6012, ETA=2025-03-27 04:12:50
[138/6012] SAXFII_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=170.5s, Completed=166/6012, ETA=2025-03-27 04:11:39
[179/6012] EZABEN_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=54.4s, Completed=167/6012, ETA=2025-03-27 04:10:48
[178/6012] FOFTIF_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=58.6s, Completed=168/6012, ETA=2025-03-27 04:09:18
[164/6012] HEMTEZ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=95.1s, Completed=169/6012, ETA=2025-03-27 04:08:13
[168/6012] ISACIP_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=89.0s, Completed=170/6012, ETA=2025-03-27 04:08:12
[147/6012] HUZYIM_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=162.9s, Completed=171/6012, ETA=2025-03-27 04:10:56
[167/6012] XEZRIF_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=96.8s, Completed=172/6012, ETA=2025-03-27 04:09:38
[189/6012] MEMYAF_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=43.6s, Completed=173/6012, ETA=2025-03-27 04:09:53
[153/6012] REYPES_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=142.8s, Completed=174/6012, ETA=2025-03-27 04:10:11
[185/6012] QUQWUW_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=64.7s, Completed=175/6012, ETA=2025-03-27 04:10:19
[183/6012] jz4002345_si_003_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=71.3s, Completed=176/6012, ETA=2025-03-27 04:08:59
[181/6012] SIZPUN_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=80.4s, Completed=177/6012, ETA=2025-03-27 04:11:02
[175/6012] WUDTOG_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=96.2s, Completed=178/6012, ETA=2025-03-27 04:10:25
[182/6012] ODAJAG_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=85.7s, Completed=179/6012, ETA=2025-03-27 04:11:17
[196/6012] IKEBUV01_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=47.9s, Completed=180/6012, ETA=2025-03-27 04:10:19
